ClaimNb,BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
0,68,1.0,10,0,29,6,1,415
0,72,0.3,7,0,39,5,0,51
0,50,1.0,8,0,55,4,1,71
0,68,0.07,2,0,30,7,0,3866
0,64,0.31,0,1,44,4,1,1793
0,50,0.7,1,1,59,7,0,66
0,95,0.38,7,0,30,5,1,750
0,68,0.08,2,0,27,4,0,1391
0,64,0.12,2,0,45,6,0,650
0,50,0.08,12,0,49,13,1,4059
0,50,1.0,11,0,70,7,1,25
0,64,0.11,1,1,45,4,0,160
0,50,1.0,9,0,29,4,0,116
1,51,1.0,1,0,29,8,1,113
0,51,0.81,7,0,34,5,1,101
0,50,1.0,1,0,50,5,0,268
0,50,1.0,15,1,65,10,0,16
0,90,0.12,10,0,29,4,0,680
0,51,0.28,4,1,41,9,1,28
0,61,0.71,9,0,34,10,0,262
0,50,0.02,8,0,40,8,1,741
0,64,0.08,11,0,35,6,0,6313
0,50,1.0,2,0,62,5,0,287
0,71,0.9,16,0,37,6,0,1408
0,50,0.83,9,0,36,5,1,1139
0,50,0.12,3,1,53,7,0,4423
0,50,0.54,1,1,54,7,1,1448
0,50,0.5,6,0,78,6,1,182
0,50,0.01,0,0,83,5,1,295
0,85,1.0,11,0,30,6,1,138
0,50,0.49,7,0,43,6,0,4128
0,50,0.27,4,1,53,5,1,217
0,50,1.0,17,0,46,8,0,4
0,67,1.0,14,0,46,9,0,4116
0,60,0.04,4,0,33,10,0,1313
0,50,0.13,2,0,43,10,0,233
0,50,0.0027322404371584,4,0,47,4,1,884
0,50,0.29,3,1,72,8,0,93
0,105,0.25,8,0,25,6,0,1055
0,70,0.06,0,1,32,6,1,9307
0,50,1.0,12,0,47,9,1,50
0,60,0.96,13,0,32,4,1,1329
0,80,0.35,1,1,37,12,0,88
0,62,0.07,1,0,65,5,1,227
0,50,0.46,6,0,54,7,1,745
0,107,0.53,4,1,78,6,0,916
0,50,0.59,12,0,43,7,0,80
0,72,0.07,13,0,43,8,1,32
0,50,0.83,7,0,51,5,0,94
0,50,1.0,7,0,47,4,0,50
0,50,0.06,0,1,43,5,1,1510
0,50,1.0,7,0,66,7,1,537
0,60,0.07,3,0,29,5,0,3973
0,72,0.18,9,0,30,4,1,41
1,50,0.01,0,1,48,4,1,2354
0,62,0.41,13,0,59,9,1,23
0,54,0.08,15,0,42,7,1,123
0,50,1.0,20,0,59,8,0,1314
1,50,1.0,6,0,80,9,1,10
0,51,1.0,12,0,50,9,0,22
0,50,1.0,13,0,56,5,0,85
0,50,0.5,8,0,42,5,1,883
0,52,0.37,0,0,54,6,1,3317
0,54,1.0,15,0,62,7,1,745
0,50,0.19,8,0,44,6,0,121
0,50,0.9,10,0,32,10,1,626
0,62,0.51,1,0,41,7,0,3744
0,50,0.91,8,0,48,5,1,1521
0,50,0.5,9,0,40,7,0,10
0,50,1.0,13,0,50,7,1,192
0,95,0.07,1,1,24,9,1,1185
0,50,1.0,2,0,48,4,0,4116
0,54,0.48,5,0,31,7,0,223
0,67,0.01,0,1,32,6,1,24
0,50,0.23,14,0,51,7,1,9817
0,57,1.0,13,0,57,5,1,1054
0,50,0.29,1,1,50,11,0,5177
0,60,0.45,3,1,29,7,1,817
0,50,0.74,2,0,59,10,1,16291
0,64,1.0,7,0,69,6,1,131
0,50,0.04,10,1,62,6,1,57
0,50,0.69,37,0,56,4,1,26
0,72,0.28,2,1,34,6,0,962
0,50,0.03,3,1,43,7,0,57
0,51,0.87,1,1,37,11,0,27000
0,50,1.0,2,0,71,10,0,58
0,50,0.24,9,0,55,9,1,1594
0,68,0.46,2,1,32,7,0,136
0,76,0.71,11,0,33,7,1,4128
0,50,0.18,10,1,39,11,1,376
0,76,0.2,6,0,28,7,1,824
0,50,1.0,4,0,63,7,1,229
0,50,0.45,6,0,54,5,0,65
0,54,0.32,7,1,64,6,1,219
0,67,0.55,3,0,33,5,0,1313
0,68,0.46,15,0,25,7,1,1127
0,50,0.74,2,1,52,5,1,50
0,57,1.0,8,0,54,7,0,161
0,52,0.91,8,0,49,7,1,2472
0,100,0.24,19,0,19,8,1,1943
0,54,1.0,6,0,29,14,1,1858
0,50,1.0,14,0,68,5,0,1052
0,50,1.0,14,0,40,7,1,1054
0,50,1.0,19,0,49,4,1,82
0,50,0.46,2,1,79,4,1,570
0,62,0.37,12,0,38,6,0,458
0,50,0.93,1,1,49,4,1,3651
0,50,0.18,5,1,53,11,1,4436
0,50,0.26,27,0,65,11,0,798
0,51,0.06,11,0,50,7,1,290
0,50,0.1,11,0,36,5,0,163
0,50,0.13,0,1,42,11,0,176
0,50,1.0,5,1,64,10,0,35
0,50,1.0,13,0,40,7,0,140
0,50,0.08,17,0,43,7,0,238
0,50,0.63,3,1,60,5,1,127
0,50,0.96,5,0,73,4,1,954
0,50,0.49,15,0,76,5,0,355
0,50,0.12,2,1,52,4,1,134
0,57,0.09,0,1,62,4,1,15386
0,50,0.04,1,0,41,6,1,308
0,50,1.0,8,0,60,10,0,36
0,106,0.19,8,1,29,5,0,66
0,50,0.51,1,1,32,11,0,218
0,76,1.0,2,0,33,4,0,954
0,56,0.04,0,0,60,7,0,16
1,50,1.0,11,0,72,7,0,58
0,62,0.54,4,1,75,6,1,19
0,50,0.15,4,0,35,6,0,78
0,50,0.24,1,0,42,4,0,45
0,50,0.71,8,0,33,5,1,72
0,50,1.0,7,0,57,6,0,884
0,50,0.29,1,1,35,5,0,1765
0,50,0.07,12,0,52,6,0,3866
0,106,0.08,18,1,35,5,0,1451
0,50,1.0,1,1,61,8,0,19
0,57,0.41,1,0,35,5,0,67
0,100,0.29,8,0,21,6,0,192
1,72,0.29,8,0,27,7,0,40
0,90,0.22,2,0,30,5,1,4998
0,58,1.0,18,0,39,4,1,405
0,50,0.25,12,0,58,4,1,170
0,50,0.04,5,0,55,6,1,824
0,50,1.0,1,0,50,14,1,22669
0,50,0.44,1,1,59,6,0,72
0,50,0.78,5,1,49,6,1,23
0,95,0.02,6,1,32,7,0,7259
0,64,0.18,1,1,28,10,1,143
0,76,0.6,3,0,34,7,0,4348
0,50,0.04,5,1,62,4,1,1462
1,80,0.38,1,1,31,7,0,27000
0,68,0.47,5,0,30,6,0,18
0,50,0.69,1,1,71,4,1,44
0,50,1.0,12,0,82,4,1,51
0,50,0.28,2,0,55,5,0,93
0,85,0.14,6,0,29,7,0,63
0,72,0.4,9,1,30,10,1,358
0,50,1.0,15,0,50,6,1,3021
0,50,0.9,11,0,42,9,0,12
0,63,0.56,10,1,40,9,1,164
0,85,0.61,8,1,31,10,1,3023
0,50,0.95,2,1,68,11,0,625
0,55,0.08,5,0,56,5,1,1326
0,57,0.26,15,0,30,4,1,97
0,50,1.0,14,0,53,4,1,50
0,50,1.0,12,0,79,6,1,2620
0,60,0.08,10,0,37,10,0,745
0,76,0.97,10,0,31,4,0,3744
0,54,1.0,11,0,28,4,0,575
0,95,0.64,15,0,55,7,1,4087
0,50,0.3,6,0,31,6,0,330
0,50,0.21,2,0,55,7,0,33
0,72,0.7,9,0,27,5,0,146
0,59,0.03,7,0,38,7,1,1955
0,50,0.49,1,0,43,5,0,95
0,50,0.2,3,1,32,14,1,54
0,53,0.87,2,1,50,4,1,3946
0,50,0.0054644808743169,12,0,34,7,0,17
0,50,0.01,15,0,49,8,1,32
0,50,0.61,5,1,43,6,1,3744
0,55,0.12,13,0,45,7,1,25
0,85,1.0,20,0,23,4,1,722
0,62,1.0,4,0,31,5,0,214
0,50,1.0,13,0,42,6,1,634
0,50,1.0,2,0,71,6,0,741
0,83,0.08,27,0,45,7,0,1871
0,50,1.0,3,0,57,7,1,8455
0,50,1.0,23,0,57,6,0,3862
0,60,0.33,5,0,37,8,0,269
0,50,1.0,2,0,80,10,1,34
0,50,0.66,1,0,41,6,0,170
0,60,0.07,10,0,36,6,1,9307
0,50,0.08,1,0,51,7,0,369
0,70,0.59,10,0,31,5,0,1005
0,50,0.01,0,1,61,8,0,74
0,50,1.0,1,0,38,6,1,86
0,50,0.05,0,1,50,8,0,137
0,72,0.08,13,0,34,7,1,2044
0,90,0.54,12,0,29,7,1,137
0,50,1.0,5,0,52,8,0,1541
0,55,0.41,1,0,54,6,0,3963
0,50,1.0,1,0,43,6,0,85
0,80,1.0,15,0,49,6,1,41
0,50,0.03,10,1,42,12,0,25
0,51,0.67,5,0,37,5,0,3859
0,80,0.1,4,0,34,4,1,182
0,50,1.0,11,0,35,5,0,303
0,50,0.69,1,1,56,5,1,2679
0,50,1.0,12,0,41,6,0,57
0,50,0.09,7,0,53,6,0,170
0,57,0.16,8,0,41,7,0,776
0,50,0.08,12,0,49,5,0,1422
0,95,0.32,13,0,24,7,1,930
0,54,0.03,3,0,28,7,1,5449
0,50,0.002739726,4,1,35,4,0,1326
0,50,1.0,10,0,48,5,1,64
0,50,0.34,3,1,44,7,0,793
0,62,0.13,12,0,52,4,0,96
0,50,0.07,2,0,37,4,0,5304
1,50,0.03,9,0,36,9,1,484
0,50,1.0,1,0,60,5,1,3963
0,50,0.05,0,1,68,4,1,25
0,85,0.57,15,0,32,10,0,2415
0,50,1.0,14,0,50,5,0,298
0,51,0.75,2,0,31,5,0,10156
0,50,1.0,10,0,60,7,0,17
0,50,0.24,13,0,41,7,0,34
0,50,1.0,12,0,59,4,1,3386
0,50,0.87,7,1,42,7,1,522
0,50,0.5,13,0,60,6,1,458
0,50,0.63,1,1,50,4,1,27000
0,57,0.26,2,0,31,5,0,2679
1,90,0.67,1,0,30,6,0,3317
0,58,0.19,1,1,62,8,0,1693
0,50,0.81,16,0,41,7,1,283
0,50,0.12,1,1,57,7,0,166
0,68,1.0,12,0,46,4,0,5449
0,50,1.0,6,0,46,6,1,3430
0,100,0.005479452,1,1,33,9,1,27000
0,50,1.0,5,0,35,5,1,1974
0,95,0.96,12,0,31,6,0,232
0,50,1.0,9,0,54,6,0,13
0,50,0.73,6,0,51,6,1,51
1,64,0.56,7,0,28,5,0,76
0,80,0.63,8,0,47,11,1,2859
1,50,0.18,10,0,38,8,1,9307
0,50,0.03,0,0,71,6,0,32
0,58,1.0,4,0,30,5,0,229
0,56,0.37,3,0,27,6,0,2252
0,100,0.71,0,1,30,4,1,3317
0,76,0.66,6,0,25,6,0,46
0,72,0.04,3,1,30,5,1,86
0,80,0.63,9,0,30,5,1,109
0,95,0.61,3,0,49,7,1,27000
0,52,0.28,4,1,41,7,0,2715
0,112,0.87,1,1,28,5,1,424
0,72,0.49,0,0,30,7,1,82
0,76,0.5,9,0,27,4,0,1451
0,50,1.0,6,0,40,5,0,451
0,50,0.54,1,1,38,7,0,241
0,50,0.61,1,1,63,5,1,433
0,54,1.0,2,0,54,7,0,1313
0,50,0.47,7,0,56,6,0,2252
0,63,0.49,17,0,33,7,1,97
1,90,0.87,1,1,23,7,0,670
0,50,0.46,6,1,55,5,1,686
0,95,0.28,6,0,28,7,1,2733
0,133,0.08,3,0,58,8,0,3708
0,60,1.0,9,0,80,6,1,238
0,50,0.41,8,0,62,4,1,2257
0,50,1.0,3,0,33,7,0,60
0,50,0.46,5,1,59,11,1,645
0,50,0.72,2,0,49,6,0,92
0,50,0.32,2,1,63,10,1,125
0,50,1.0,10,0,77,4,1,1313
0,50,0.27,7,0,37,5,0,186
0,72,0.33,2,0,32,5,0,32
0,50,1.0,8,0,53,6,0,149
0,50,0.36,4,1,67,4,1,942
0,50,0.79,1,1,58,7,0,117
0,138,0.38,3,0,33,6,1,20
0,50,0.1,0,1,67,4,1,36
0,50,0.16,5,0,53,6,0,1512
0,50,0.07,5,1,40,6,0,229
0,50,0.04,6,1,75,6,1,66
0,50,0.54,4,1,36,10,1,280
0,50,1.0,5,0,33,4,1,2740
0,50,0.33,2,0,57,6,0,3317
0,60,0.14,0,0,57,7,0,10155
0,50,0.24,4,0,57,6,0,173
0,50,0.33,16,0,49,7,1,192
0,50,1.0,6,0,54,4,1,17140
0,50,0.6,11,0,43,7,0,146
0,95,0.65,11,0,24,6,0,3744
0,50,0.5,4,0,55,14,1,3317
1,85,1.0,10,0,20,6,0,40
0,51,0.02,11,0,35,4,1,27000
0,76,0.65,2,1,44,7,1,1497
0,57,0.47,10,0,28,5,1,67
0,50,0.87,2,1,53,11,0,27000
0,76,0.31,1,1,36,5,1,1704
0,50,0.12,6,1,33,5,1,33
0,50,0.08,5,1,42,6,0,162
1,100,0.49,6,0,40,6,0,483
0,50,1.0,5,0,37,7,0,215
0,50,1.0,1,0,53,5,0,210
0,95,0.11,18,0,35,4,1,2044
0,50,0.09,8,0,66,10,0,3368
0,50,0.38,4,0,47,8,1,3317
0,50,0.41,3,0,58,6,0,1082
0,95,0.52,14,0,18,7,1,91
0,50,0.66,8,0,52,10,0,1323
0,50,1.0,4,0,36,9,1,446
0,50,0.03,1,1,42,5,1,5763
0,72,0.06,4,1,30,5,0,113
0,50,0.15,2,0,61,7,0,12
0,50,0.15,5,0,54,6,0,47
0,50,0.75,13,0,35,5,1,2054
0,50,0.52,0,0,61,7,1,741
0,50,0.37,2,1,52,6,0,211
0,58,1.0,8,0,64,5,0,3317
0,50,1.0,3,0,48,7,0,91
0,50,1.0,11,0,63,7,1,4762
0,50,1.0,2,0,54,7,0,722
0,50,0.19,2,0,40,4,0,194
0,57,0.05,1,0,34,7,1,3541
0,50,1.0,11,0,48,13,1,25
0,50,0.18,7,0,42,5,1,123
0,100,1.0,16,0,41,7,0,37
0,51,0.36,4,1,57,4,1,272
0,50,0.17,1,1,74,6,1,16
0,50,1.0,7,0,81,5,1,91
0,50,0.87,1,1,64,6,0,1881
0,50,0.96,3,1,75,6,1,27000
0,57,0.94,6,0,73,5,0,2399
0,50,0.87,4,1,59,10,1,159
0,95,0.75,18,0,29,10,0,1329
0,64,0.11,0,1,32,7,1,4792
0,55,1.0,16,0,43,8,0,1323
0,64,0.35,15,0,27,7,1,139
0,64,0.62,1,1,31,4,1,2674
0,80,0.09,1,0,23,4,0,3317
0,50,0.46,1,0,63,7,0,27
0,50,1.0,8,0,57,5,0,1005
0,50,0.08,2,0,51,7,0,475
0,55,1.0,17,0,48,7,1,3866
0,68,0.96,5,0,24,6,1,49
0,50,0.7,16,0,77,7,1,9
0,50,1.0,18,0,65,4,1,139
0,68,0.09,4,0,25,6,0,23
0,85,0.5,1,0,66,5,1,3021
0,50,0.54,1,1,41,7,1,7634
0,50,1.0,7,0,60,6,1,37
0,57,0.29,3,1,35,4,1,4982
0,50,0.72,1,1,66,4,0,25
0,50,1.0,3,0,73,6,1,1165
0,76,0.24,13,0,28,5,0,169
0,50,1.0,7,0,35,6,0,19
0,50,0.79,4,0,43,7,0,1601
0,85,0.08,11,0,24,4,0,269
0,64,0.04,14,0,38,6,0,1326
0,54,1.0,6,0,37,6,1,2163
0,50,1.0,22,0,57,8,0,23
0,50,0.5,6,0,45,6,0,411
0,57,0.16,1,0,47,8,0,483
0,95,0.62,6,0,30,5,1,484
0,90,0.57,6,0,28,6,1,1974
0,50,0.08,11,0,45,7,1,9484
0,50,0.31,13,0,46,10,0,124
0,50,0.21,7,0,53,9,1,134
0,75,0.32,2,0,38,5,1,461
0,55,0.08,0,0,34,5,0,33
0,50,0.04,2,1,45,11,0,97
0,80,0.11,12,0,31,4,1,2575
0,60,0.00273224,19,0,44,7,0,25
0,62,0.08,13,0,57,8,0,25
0,50,1.0,9,0,73,6,0,202
0,53,1.0,10,0,34,5,0,1313
0,76,0.89,4,0,24,5,0,3541
0,50,1.0,12,0,80,4,1,34
0,81,1.0,12,0,32,7,1,4762
0,50,0.49,3,0,56,10,0,69
0,50,0.2,2,1,48,5,1,2407
1,50,1.0,3,0,56,5,0,24
0,50,0.04,0,1,43,4,1,3023
0,66,0.57,9,0,43,11,1,1323
0,57,1.0,7,0,34,5,1,678
0,50,0.24,5,0,52,5,1,473
0,50,0.29,0,0,52,7,0,46
0,50,1.0,1,0,62,12,0,1232
0,85,0.54,11,1,27,10,0,18
0,60,0.21,9,0,28,7,1,928
1,50,0.12,2,1,83,4,1,4348
1,50,0.83,15,0,45,8,0,820
0,55,1.0,7,0,47,6,0,1847
0,57,0.04,1,1,40,8,0,1662
1,50,1.0,2,0,35,5,1,1323
0,50,1.0,13,0,35,6,0,405
0,58,1.0,16,0,70,7,0,62
0,76,0.27,1,1,82,4,1,5539
0,80,0.01,1,0,43,5,1,4902
0,50,1.0,5,0,57,4,0,9307
0,60,0.17,2,1,31,7,1,60
0,50,1.0,8,0,48,5,1,3744
0,50,0.67,10,0,63,6,0,8
0,80,0.5,9,0,24,6,0,137
0,57,0.58,15,0,34,4,1,163
0,50,0.18,6,0,39,9,1,71
0,64,0.04,0,1,34,7,0,258
0,100,0.07,20,0,28,7,1,137
0,50,1.0,11,0,54,6,0,405
0,85,0.83,12,0,21,7,1,11
0,80,0.02,12,0,51,6,1,267
0,50,1.0,4,0,52,6,0,51
0,80,0.13,1,1,33,6,0,210
0,50,0.57,1,0,64,6,1,153
0,54,1.0,10,0,45,6,0,747
0,50,1.0,7,0,49,8,0,93
0,100,0.84,1,1,39,5,1,3368
0,72,0.98,8,0,29,6,0,398
0,50,0.33,11,0,38,6,0,224
0,100,0.33,0,1,57,6,1,16
0,50,0.79,0,0,43,5,1,3688
0,80,0.89,17,0,42,8,0,145
0,57,1.0,14,0,41,10,0,33
0,100,0.01,7,0,26,14,1,9307
0,50,0.6,0,0,52,5,1,745
0,50,0.21,0,1,37,7,0,13
0,50,0.7,0,1,56,4,1,70
0,51,1.0,17,0,49,7,1,1329
0,72,0.02,16,0,29,5,1,1974
0,50,0.17,4,1,44,10,0,91
0,90,0.24,0,1,37,4,0,675
0,76,0.5,12,0,45,5,1,2906
0,50,0.02,6,1,34,4,1,235
0,50,1.0,8,1,43,9,1,490
0,50,1.0,14,0,88,4,1,38
0,85,0.08,7,0,25,5,0,533
0,50,0.03,0,1,49,4,1,5177
0,50,1.0,6,1,67,10,1,575
0,50,0.58,17,0,49,7,1,1313
0,70,0.05,1,1,36,4,1,218
0,50,0.13,3,1,46,11,0,3317
0,50,1.0,5,0,45,5,1,1541
0,63,0.71,4,1,75,7,1,2201
0,50,0.08,8,0,63,7,1,2983
0,50,0.48,5,0,67,7,1,91
0,88,0.11,1,1,44,8,0,98
0,55,0.74,8,0,36,6,0,53
0,50,1.0,3,0,48,6,1,1601
0,100,0.005479452,7,0,24,5,1,34
1,95,0.09,11,0,19,5,0,53
0,52,1.0,9,0,45,11,1,747
0,50,1.0,2,0,58,5,0,105
0,65,0.08,17,0,46,7,1,98
0,59,0.97,17,0,44,7,1,67
0,50,0.07,0,1,60,8,0,598
0,50,1.0,12,0,46,10,1,453
0,68,0.41,12,0,60,10,1,2715
0,50,1.0,4,0,75,5,1,451
0,80,1.0,10,0,31,5,0,51
0,50,1.0,6,0,66,6,1,280
0,64,0.99,13,0,29,5,0,3963
0,50,0.06,0,1,40,5,1,9096
0,72,1.0,6,0,39,4,1,98
1,76,0.68,18,0,39,4,1,2620
0,50,0.08,15,0,52,6,0,1451
0,50,0.4,3,1,47,6,1,383
0,50,0.04,0,1,53,5,0,133
0,50,0.7,1,1,56,7,0,111
0,50,0.35,0,1,60,8,0,167
0,50,0.41,0,0,55,6,0,1753
0,50,0.57,5,0,46,9,1,76
0,50,0.4,6,0,34,7,0,1699
0,55,0.05,6,0,43,7,1,2740
0,68,0.05,6,0,38,11,1,488
0,50,0.71,6,0,40,9,1,2415
0,50,1.0,11,0,31,7,1,11
0,50,1.0,11,0,72,7,0,88
0,76,0.09,5,0,27,7,1,60
1,50,0.9,0,0,79,4,1,163
0,50,0.49,13,0,42,4,1,320
0,80,0.67,3,0,25,7,1,226
0,50,0.46,10,1,65,8,1,3317
0,95,0.08,13,0,20,6,1,1753
0,50,0.05,1,1,78,7,0,1541
0,50,1.0,11,0,44,6,0,355
0,85,0.9,3,1,29,7,0,3866
0,95,0.45,15,0,20,4,1,280
0,72,0.5,3,0,31,8,0,105
0,95,0.2,15,0,40,7,1,149
0,50,0.42,1,0,39,4,0,194
0,50,0.0082191780821917,1,0,40,7,0,30
0,50,0.67,11,0,59,6,0,24
0,50,0.13,2,1,58,7,0,15725
1,100,1.0,10,0,32,6,0,634
0,57,0.86,21,0,37,10,0,1054
0,55,0.24,20,0,57,8,0,152
0,50,0.16,18,0,58,7,1,255
0,76,0.08,12,0,29,4,1,359
0,50,0.34,3,0,43,6,1,147
0,50,1.0,4,0,66,4,1,29
0,50,1.0,12,0,37,4,1,740
0,50,0.38,2,1,55,8,0,5202
0,57,0.17,1,1,75,4,1,171
0,50,0.0082191780821917,7,0,49,6,0,613
0,50,0.07,12,0,51,7,1,25
0,50,0.36,2,1,54,4,1,1858
0,57,0.93,1,1,31,8,1,17
0,50,0.58,14,0,60,7,1,54
0,50,0.0054794520547945,13,0,53,4,0,105
0,50,0.28,3,1,63,6,1,6689
0,50,1.0,8,0,34,8,0,1329
0,50,0.11,6,0,66,13,1,713
0,106,0.54,2,1,30,4,0,657
0,82,0.7,5,1,59,6,1,193
0,57,0.36,2,1,45,4,1,3159
0,50,0.73,3,0,76,9,1,2740
0,90,0.29,15,0,36,5,0,1601
0,50,0.17,0,0,59,9,1,3317
0,64,0.1,5,0,33,4,1,636
0,50,0.24,0,1,51,4,1,15
0,76,0.04,2,1,32,5,0,282
1,100,0.59,7,0,45,5,1,27000
0,50,0.06,0,1,69,6,0,277
0,50,0.27,3,0,40,5,0,415
0,50,1.0,5,0,53,4,1,88
0,50,0.9,12,0,38,7,1,105
0,50,0.55,3,1,46,4,1,88
0,80,0.08,11,0,33,14,1,37
0,80,1.0,15,0,34,5,1,271
0,72,1.0,10,0,34,6,0,106
0,57,1.0,2,0,61,6,1,2620
0,50,0.47,2,1,47,4,0,515
0,132,0.54,2,1,27,4,1,465
0,77,0.05,4,1,40,9,1,6924
0,50,0.95,4,1,50,5,1,51
0,50,0.08,6,0,58,4,1,3430
0,50,0.15,1,1,80,7,1,27000
0,100,0.5,6,0,34,14,1,298
0,50,1.0,9,0,46,6,0,1403
0,76,0.17,15,0,42,4,0,94
0,72,0.0054794520547945,3,0,27,11,1,5936
0,50,0.03,4,0,56,8,1,57
0,85,0.21,1,1,51,4,1,6485
0,50,1.0,7,0,46,9,1,9802
0,50,0.88,0,0,56,4,0,1219
0,50,0.46,16,0,72,5,0,8346
0,50,0.35,3,0,42,14,1,247
0,50,0.43,3,1,76,5,1,342
0,50,1.0,4,0,70,7,1,1279
0,53,0.05,4,0,41,13,1,3430
0,100,0.26,4,1,26,4,1,2007
0,50,1.0,14,0,42,6,0,38
0,50,1.0,12,0,79,7,1,27000
0,125,0.95,2,0,21,7,1,60
0,50,0.86,8,0,46,4,1,1109
0,57,1.0,9,0,35,8,1,405
0,50,1.0,16,0,52,7,0,133
0,50,0.37,8,0,52,8,0,104
0,50,1.0,11,0,77,6,0,149
0,50,0.77,6,0,37,6,0,11
0,50,0.07,0,1,42,8,1,1468
0,50,0.61,0,0,46,12,0,942
0,57,0.00273224,3,0,40,7,0,3386
0,50,0.53,0,1,74,8,1,213
0,50,0.45,3,1,59,5,1,2103
0,50,0.08,1,0,33,9,1,824
0,50,0.78,8,0,36,6,0,62
0,64,0.13,5,0,34,11,1,46
0,50,1.0,12,0,51,5,0,187
0,50,0.48,7,0,53,5,0,208
0,85,0.02,5,0,38,5,0,2044
0,50,0.98,6,0,50,7,1,222
0,50,1.0,9,0,63,6,0,52
0,50,0.5,14,0,53,5,0,10156
0,64,0.57,0,0,25,9,1,13
0,95,0.03,9,0,23,8,1,15
0,50,0.09,0,0,38,7,0,121
0,50,0.74,15,0,71,7,0,71
0,50,0.13,14,0,62,8,0,26
0,57,0.81,8,0,28,8,0,79
0,50,1.0,7,0,33,7,1,30
0,50,0.68,14,0,56,6,0,9
0,50,0.18,10,0,35,6,1,431
0,54,0.28,0,0,31,6,0,98
0,50,0.04,12,0,51,7,1,1602
0,56,0.08,17,0,64,7,1,312
0,50,0.77,10,0,44,4,1,65
0,62,0.78,3,1,43,8,0,62
0,50,1.0,9,0,45,5,0,46
0,50,1.0,4,0,43,6,0,21
0,50,0.49,1,0,54,6,0,200
0,55,0.24,1,0,57,10,0,3317
0,50,0.5,14,0,74,7,1,182
0,50,0.75,2,1,45,8,1,4172
0,50,1.0,10,0,56,6,0,3317
0,50,0.72,5,0,38,6,0,298
0,76,0.01,2,1,30,6,0,1054
0,50,0.69,9,0,54,9,1,26
0,50,0.29,5,0,59,8,0,106
0,64,0.08,9,0,63,4,0,269
0,50,0.89,0,1,57,9,1,277
0,51,0.59,2,1,34,4,0,37
0,118,0.49,1,1,45,7,0,317
0,57,0.0027397260273972,4,0,30,4,1,546
0,50,1.0,11,0,54,4,1,175
0,50,0.1,2,1,73,4,1,983
0,54,0.26,4,0,45,7,0,19
0,50,0.28,14,0,49,4,1,8
0,54,0.08,4,0,39,6,0,727
0,50,0.5,3,1,55,6,0,9307
0,50,1.0,13,0,53,6,0,33
0,50,0.28,4,0,51,5,1,159
0,50,0.85,13,0,53,7,1,3568
0,100,0.05,3,0,25,6,0,51
1,50,0.56,8,0,56,5,1,3
0,50,0.24,13,0,70,4,1,298
0,50,0.49,9,0,60,5,0,42
0,50,0.82,29,0,49,13,0,227
0,50,0.33,13,0,59,6,0,182
0,100,0.01,0,0,29,4,1,1314
0,64,0.21,5,0,83,6,1,283
0,64,0.08,17,1,32,9,1,4059
0,59,0.42,0,0,42,5,0,3374
0,50,0.2,1,1,49,7,0,25
0,50,1.0,6,0,42,4,1,714
2,54,0.25,1,0,36,6,0,490
0,72,0.96,2,1,28,7,0,183
0,50,0.62,4,1,44,5,1,793
0,50,0.57,4,1,57,4,1,3317
0,50,0.57,16,0,49,4,1,2715
0,50,0.61,1,1,56,6,1,328
0,50,0.69,1,0,55,5,0,112
0,106,0.12,5,1,29,10,0,206
0,54,0.79,7,1,34,10,1,50
0,85,0.07,13,0,33,5,0,2648
0,50,0.09,16,0,59,6,0,4128
0,85,0.72,12,0,37,7,1,91
0,50,1.0,13,0,49,5,1,78
0,50,0.27,0,0,49,6,0,3857
0,80,0.72,3,1,28,7,0,10
0,54,0.27,4,1,65,7,0,4348
0,50,0.24,5,1,54,7,1,3321
0,50,0.02,1,1,64,7,0,15
1,57,1.0,6,0,31,5,1,3866
0,50,1.0,5,0,47,7,0,9
0,50,1.0,5,0,32,6,0,45
0,85,1.0,6,0,32,6,0,4036
0,60,0.14,13,0,43,4,1,578
0,76,0.6,7,0,22,5,1,39
0,50,1.0,10,0,74,6,0,143
0,50,1.0,9,0,80,5,1,48
0,64,0.49,9,0,30,9,0,52
0,50,0.87,3,1,57,10,1,27000
0,50,0.27,4,0,55,7,0,155
0,50,0.78,1,1,50,8,0,184
0,57,0.08,3,0,34,5,0,609
0,50,0.2,3,1,59,12,0,573
0,62,0.1,9,0,43,6,0,213
0,50,1.0,3,0,44,6,1,461
0,76,0.49,8,0,29,6,0,2620
0,57,0.24,5,0,34,6,0,3862
0,50,1.0,8,0,56,5,0,96
0,52,0.22,4,0,61,5,1,270
0,50,0.2,1,1,54,8,0,219
0,51,1.0,13,0,37,5,0,4116
0,95,0.12,15,0,23,5,1,2740
0,50,1.0,8,0,72,6,0,1232
0,54,0.46,5,1,58,7,0,1871
0,50,0.2,5,1,48,5,1,824
0,50,1.0,3,0,58,7,0,16
0,72,0.82,3,0,25,5,1,12374
1,72,0.48,10,0,36,7,1,6736
0,50,1.0,11,0,55,6,0,222
0,85,0.28,1,1,32,10,1,9307
1,50,0.86,1,1,33,6,0,426
0,50,0.64,2,0,69,6,1,776
0,51,0.07,1,0,43,7,1,3386
0,95,0.19,5,0,66,5,1,568
0,50,1.0,16,0,76,6,0,11
0,50,0.24,11,0,62,5,0,298
