BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
77,0.24,19,0,55,4,1,9307
63,0.0054794520547945,10,1,36,10,0,1521
50,1.0,6,0,51,6,0,141
90,0.95,1,0,33,7,1,3963
50,0.14,2,1,58,8,1,1287
60,0.96,8,0,28,5,0,22
50,1.0,19,1,66,8,1,229
50,0.42,3,1,46,7,0,3301
71,0.36,8,0,41,4,0,12750
50,0.72,3,0,55,7,0,222
76,0.52,13,0,55,7,0,109
90,0.02,4,0,26,7,0,2715
50,0.55,5,1,43,10,1,3430
50,0.74,1,1,55,4,1,77
50,0.28,7,0,47,5,0,1391
57,0.24,2,0,34,4,0,100
50,0.08,2,1,59,11,0,112
76,0.28,10,0,34,6,0,16
50,0.1,4,0,36,6,1,3801
55,0.34,14,0,61,6,0,330
50,1.0,7,0,48,6,0,320
50,0.58,1,0,51,6,0,89
50,1.0,6,0,65,6,0,63
50,1.0,3,0,59,6,0,85
50,0.21,14,0,47,6,1,115
57,0.46,1,0,32,6,0,34
50,0.63,4,1,48,12,0,130
76,0.36,0,0,27,6,1,511
50,1.0,1,0,45,4,0,14
50,0.87,9,0,71,4,0,32
57,0.03,3,1,48,7,0,6913
50,0.78,1,1,44,5,1,27000
90,0.81,14,0,22,6,1,15
72,0.78,0,1,89,5,1,1704
50,1.0,2,1,40,8,1,2658
100,0.05,15,0,41,7,0,563
64,0.2,10,1,29,10,1,301
50,0.005464481,9,0,18,7,0,45
112,0.25,9,0,20,7,1,298
50,0.71,11,0,64,5,0,64
90,0.54,15,0,36,5,1,4762
76,0.63,8,0,28,4,1,125
54,0.08,15,0,31,7,1,60
90,0.91,18,0,41,7,0,741
80,0.41,0,1,34,15,1,47
80,1.0,2,0,54,7,0,3095
50,0.35,0,1,36,11,0,1262
90,0.08,0,0,32,8,0,363
95,0.12,7,0,30,6,0,204
76,1.0,5,0,25,7,0,983
50,1.0,10,0,59,6,0,1313
76,0.39,1,1,25,7,1,185
50,0.36,4,1,44,10,1,658
50,0.17,0,0,72,5,1,44
76,0.96,12,0,52,4,0,1005
50,1.0,14,0,52,5,1,747
90,0.0027322404371584,7,0,47,6,0,4116
50,1.0,13,0,57,6,1,88
68,0.04,2,0,31,6,0,1448
72,0.78,5,0,30,6,0,3420
100,0.32,8,0,22,5,0,137
72,0.12,10,0,40,4,1,40
85,0.86,6,0,31,5,0,3963
50,1.0,12,0,67,4,1,222
54,0.78,4,0,28,6,0,16
50,1.0,3,1,38,11,0,37
50,0.83,2,0,44,7,1,27000
62,0.08,11,0,51,5,0,679
50,0.45,5,0,41,4,1,119
50,0.04,2,1,49,5,0,9
64,1.0,15,0,29,8,1,4762
60,0.08,17,0,38,7,1,4762
54,1.0,10,0,64,6,1,88
52,1.0,21,0,66,4,1,1054
51,1.0,5,0,33,7,1,14
50,0.13,14,0,52,6,1,27000
50,0.09,10,0,31,6,0,155
50,0.19,6,0,51,7,0,30
50,0.68,4,0,49,5,1,1182
50,1.0,4,0,30,6,0,102
69,0.97,3,1,51,9,1,1313
51,0.22,9,0,60,8,0,4116
50,0.24,6,0,63,7,1,4128
50,0.25,4,0,56,12,1,25
72,0.12,0,1,68,4,1,342
50,0.03,11,0,68,6,0,2740
50,1.0,11,0,59,6,0,44
90,0.26,7,0,31,5,1,3744
50,0.91,10,0,44,7,1,30
76,0.18,15,0,48,4,1,240
112,0.2,9,0,29,5,0,1959
63,0.08,5,1,36,12,1,69
53,0.41,1,1,44,8,0,16
77,0.58,7,0,30,14,1,127
72,0.32,1,0,25,5,0,4116
50,0.33,0,1,48,10,1,1206
76,0.77,2,1,52,4,0,10008
90,1.0,16,0,25,5,0,1601
58,0.8,3,1,37,6,0,159
50,1.0,3,0,77,6,0,691
50,0.9,9,0,47,7,1,710
58,0.24,11,0,32,6,0,78
57,0.63,4,0,27,6,0,3744
50,0.74,4,1,46,6,1,645
68,0.08,15,0,28,5,1,7313
50,0.16,2,1,65,5,1,25
50,0.55,4,0,50,5,1,3963
100,0.22,13,0,20,5,1,42
50,0.54,2,1,65,5,1,10
50,0.0027397260273972,0,1,45,8,0,5821
50,0.71,4,1,72,4,1,3744
50,0.49,9,0,43,4,0,94
50,0.01,0,1,53,8,0,306
50,0.46,3,1,46,4,1,1289
60,0.39,2,0,41,6,1,4762
57,0.37,4,1,34,5,1,3317
50,1.0,3,0,77,5,1,175
54,0.08,10,0,34,6,0,7259
73,0.07,13,0,33,4,0,104
50,0.58,2,0,47,5,0,215
50,0.9,3,1,78,6,1,2620
50,0.66,1,0,35,8,0,31
64,0.02,12,0,51,5,0,1314
50,0.07,6,0,33,8,1,147
50,1.0,10,0,50,7,0,25
95,0.42,15,0,40,5,1,1955
100,0.04,1,1,43,4,1,27000
93,0.29,10,1,25,6,1,6570
50,0.75,4,0,39,4,1,539
50,0.33,10,0,36,5,0,631
50,0.29,4,1,39,4,1,53
95,0.62,7,0,25,7,0,741
100,0.4,14,0,33,6,0,192
50,0.23,9,0,41,5,0,1313
50,1.0,12,0,60,9,1,610
50,0.92,10,0,44,6,0,1313
80,0.39,0,1,24,8,0,3184
50,0.93,2,0,47,6,0,25
50,1.0,14,0,38,7,1,93
50,0.28,10,0,47,5,0,497
90,0.43,8,0,50,6,1,1443
50,1.0,7,0,41,6,1,1296
64,0.3,14,0,39,11,1,3368
50,1.0,4,0,42,7,1,8
50,1.0,16,0,63,7,1,29
50,0.02,12,0,47,5,0,23
50,0.03,14,0,55,5,1,13
59,0.42,7,0,34,7,1,4348
50,1.0,9,0,40,7,1,1501
50,0.16,10,0,33,6,0,13
85,0.04,17,0,30,7,1,3021
51,0.08,1,0,32,6,0,1313
50,0.21,1,1,43,10,1,388
51,0.08,7,0,35,6,0,27000
50,1.0,1,0,58,5,0,27
51,0.08,11,0,53,5,0,27000
73,0.41,5,0,50,4,1,69
50,1.0,8,0,52,4,1,1400
50,0.73,18,0,58,6,1,126
50,0.04,9,0,50,6,0,192
51,1.0,2,0,33,5,0,10477
50,0.08,7,0,55,4,0,4128
67,0.74,13,0,39,4,1,27
50,0.28,6,0,47,5,1,4116
50,0.008219178,0,1,45,4,1,27000
50,0.71,3,0,40,8,0,116
64,0.49,19,1,38,8,1,97
100,0.13,17,0,25,4,1,1704
50,0.24,1,0,32,7,1,230
50,0.74,7,0,51,5,1,421
90,0.1,4,0,28,5,1,182
50,1.0,14,0,70,4,1,4128
57,1.0,8,0,37,5,0,359
72,0.66,14,0,31,5,1,5449
50,0.78,9,1,46,7,1,923
57,0.6,16,0,31,7,0,12
54,0.73,14,0,67,8,0,98
50,0.34,4,0,51,5,0,51
50,1.0,4,0,43,6,0,15
50,0.2,1,1,41,11,0,269
50,0.45,3,1,49,6,1,4985
50,1.0,7,0,41,6,0,201
68,1.0,8,0,32,7,0,247
76,0.14,0,1,23,4,0,267
72,0.25,5,0,22,6,0,282
50,1.0,21,0,49,7,1,64
50,1.0,17,0,70,6,0,19
68,0.25,3,0,33,13,1,159
57,0.17,3,1,29,4,0,4087
73,0.07,0,1,54,8,0,357
68,1.0,6,0,29,6,0,155
50,0.62,0,1,53,10,1,3834
50,0.05,2,0,37,5,0,350
50,1.0,13,0,60,7,1,29
50,0.08,14,0,54,7,1,4128
100,0.51,7,0,46,7,0,36
100,0.37,6,0,39,5,0,61
64,0.25,8,0,54,5,1,763
54,1.0,9,0,37,6,0,562
50,0.74,4,0,49,5,0,50
51,0.44,2,0,35,5,1,414
60,0.56,4,1,27,15,1,4535
50,1.0,11,0,71,8,1,473
54,0.07,6,1,36,10,0,4253
50,1.0,9,0,34,7,1,12
50,0.22,10,0,37,5,0,101
50,1.0,6,0,53,7,0,355
50,0.26,2,0,46,6,0,229
51,1.0,16,0,37,5,1,3541
50,0.53,15,0,66,7,1,484
50,0.12,3,0,66,5,0,237
50,0.26,1,1,56,7,0,127
68,0.27,11,0,51,6,1,66
64,0.45,5,0,55,5,0,158
57,1.0,9,1,44,10,0,2757
50,0.01,10,1,45,12,0,6
76,0.04,2,1,33,6,0,611
50,0.53,4,1,74,7,0,1937
95,0.09,14,0,20,8,1,248
50,0.97,16,0,38,7,1,359
50,1.0,4,0,65,4,1,685
50,0.04,2,1,56,4,1,645
54,0.61,5,0,28,5,0,44
100,0.25,1,1,54,5,0,2925
50,1.0,9,0,52,7,0,741
58,1.0,13,0,42,6,0,399
50,0.85,12,0,47,6,0,4762
85,0.07,6,0,23,7,1,11
64,0.12,10,0,29,8,1,180
80,0.58,16,0,22,7,1,78
50,0.85,10,1,42,10,0,96
50,0.41,0,0,41,9,0,151
50,0.25,17,0,38,4,1,358
50,0.78,14,0,54,6,0,42
50,0.09,2,0,37,7,0,51
50,0.38,1,0,42,4,0,134
112,0.35,0,1,33,7,0,1451
50,0.3,7,0,46,8,0,196
50,0.06,0,1,37,8,0,747
50,0.54,5,1,51,9,1,193
50,0.2,0,0,37,7,0,37
58,0.49,11,0,52,6,0,20
80,0.14,1,1,23,5,1,35
90,0.0027397260273972,2,0,23,4,1,1055
68,0.002739726,1,1,39,7,0,93
73,1.0,3,0,50,11,0,405
65,0.11,2,0,36,5,0,227
95,0.04,3,0,47,8,1,8880
50,1.0,6,0,58,7,1,776
100,0.86,0,0,21,4,1,67
50,0.44,12,0,61,14,1,7571
50,0.33,1,1,42,4,1,716
50,1.0,10,0,45,7,1,93
50,0.23,1,0,44,7,0,385
50,0.27,8,1,76,6,1,180
67,0.55,6,0,38,10,0,2526
50,1.0,10,0,36,5,0,358
50,0.8,9,0,49,4,1,251
50,1.0,5,0,59,4,1,1943
50,0.36,1,1,59,9,1,14
50,0.64,4,0,60,4,0,793
64,0.25,1,1,27,4,1,4496
85,0.49,12,0,37,7,1,2044
50,0.5,7,0,64,8,0,611
55,0.65,3,0,44,5,1,177
70,0.17,6,0,26,5,0,3317
50,0.63,10,1,45,10,1,277
50,0.27,0,1,78,4,1,3963
50,0.21,15,0,54,4,1,80
50,0.19,9,0,26,7,0,334
57,1.0,3,0,29,6,0,2257
56,1.0,3,1,28,7,1,2001
100,0.07,8,0,21,7,1,2415
76,0.04,1,1,24,8,0,230
54,0.68,6,0,32,6,0,70
50,0.66,0,0,50,7,1,550
50,1.0,12,0,31,10,0,94
95,0.8,3,1,27,7,1,962
55,1.0,9,0,42,6,0,1753
50,0.64,0,1,42,8,0,82
54,0.66,4,0,31,7,0,1662
50,0.3,1,0,53,5,1,4087
50,1.0,6,0,63,7,0,40
50,1.0,12,1,36,10,0,13
72,0.87,4,1,45,5,1,27000
50,1.0,8,0,42,8,1,34
72,0.24,11,0,34,6,0,1871
85,0.78,3,0,37,5,0,1408
85,0.3,17,0,24,7,1,2740
50,0.24,4,0,57,5,1,3744
50,0.02,12,0,58,4,1,9307
50,0.12,2,1,47,4,0,448
50,0.01,2,1,35,8,0,78
50,0.45,4,0,35,7,0,856
50,0.52,3,0,35,6,0,9
50,0.87,1,1,58,10,1,3457
55,0.31,3,0,47,5,0,3301
50,0.04,0,1,48,13,1,3317
60,0.33,3,0,33,7,1,473
62,0.89,2,0,36,6,0,575
76,0.16,10,0,25,5,1,721
64,1.0,21,0,42,5,1,4646
50,0.9,0,0,45,8,1,37
50,0.58,10,0,72,6,0,45
50,0.41,17,0,49,5,1,2103
50,0.08,5,0,48,5,0,8455
50,1.0,5,0,75,7,1,434
50,0.09,1,1,42,7,0,46
76,1.0,8,0,23,7,1,32
50,0.75,9,0,38,7,0,1759
50,0.66,8,0,41,7,1,101
50,0.74,1,1,58,11,1,27000
60,0.12,2,1,52,4,1,9307
64,0.67,15,0,27,8,0,238
50,1.0,13,0,53,6,0,87
50,0.11,5,0,38,4,1,2699
50,1.0,2,0,55,5,1,106
60,0.08,8,0,36,5,1,47
50,0.08,10,0,55,4,1,5460
50,0.46,3,0,47,5,0,4253
90,0.6,15,0,48,6,0,228
64,0.79,4,0,27,5,0,30
50,1.0,6,0,29,5,1,48
100,0.05,14,0,20,8,1,105
50,0.54,17,0,42,7,1,54
54,0.16,16,0,43,9,1,78
75,0.35,5,0,34,7,1,221
85,0.5,14,0,33,11,1,30
50,1.0,14,0,49,6,1,283
50,0.0082191780821917,0,1,52,6,0,22821
50,0.04,0,1,41,4,0,48
50,1.0,6,0,63,7,0,31
50,0.59,4,0,58,6,0,614
54,0.04,13,0,46,7,0,3744
100,0.05,0,1,28,5,0,4496
50,0.74,1,1,68,4,1,17
50,1.0,18,0,44,9,1,1193
85,0.06,10,0,25,4,1,37
85,0.0027397260273972,15,0,19,6,0,2415
50,0.65,15,0,57,4,1,4172
62,0.23,13,1,47,7,1,2472
59,0.29,3,0,41,4,1,133
50,0.4,0,0,58,9,0,114
50,1.0,3,0,82,7,1,50
50,0.61,12,0,49,10,0,2044
50,1.0,10,0,34,7,1,10
53,0.04,3,0,50,7,0,514
50,0.71,10,0,68,7,0,4762
50,0.71,5,1,52,5,1,2317
50,0.63,1,1,72,6,1,5539
50,1.0,9,0,47,7,1,1385
54,1.0,2,0,61,4,1,283
50,0.05,0,0,36,11,1,1753
50,0.74,16,0,45,7,1,369
56,1.0,5,0,54,9,0,208
50,1.0,9,0,34,8,1,4762
85,0.08,1,0,68,5,0,1052
50,1.0,8,0,56,7,0,155
50,1.0,2,0,61,9,1,57
54,0.43,10,0,41,7,0,3541
50,0.75,1,0,57,5,0,345
55,0.87,4,1,41,5,0,88
50,0.06,0,1,47,4,1,110
68,0.1,17,0,43,4,0,657
51,0.92,9,0,33,8,0,12
76,0.05,4,0,30,6,1,1140
50,0.45,7,0,47,5,0,30
50,0.4,4,0,37,9,1,9307
50,0.6,10,0,50,5,0,109
85,0.45,3,1,36,5,1,2484
54,0.08,7,0,32,5,0,272
52,1.0,8,0,38,6,0,126
60,0.74,7,0,40,5,0,962
76,0.24,3,0,30,7,1,1635
50,0.66,6,0,42,7,1,5433
95,0.58,3,1,55,12,0,13
50,0.1,2,1,46,4,1,3214
50,0.24,2,1,68,6,1,455
100,0.27,1,0,43,5,0,229
64,1.0,13,0,29,6,1,247
50,1.0,5,0,71,5,0,42
75,0.28,11,0,32,6,0,1719
50,1.0,7,0,45,8,0,42
125,0.51,13,0,24,7,1,3744
50,0.83,8,0,40,6,1,461
50,0.62,9,0,43,10,0,1485
60,0.2,1,1,43,5,1,3317
50,0.08,4,0,50,7,1,29
52,0.5,11,0,39,5,0,582
50,0.28,2,1,60,4,0,3293
50,0.72,0,0,35,7,0,121
50,1.0,12,0,55,6,0,83
50,0.04,9,0,41,7,0,60
64,1.0,12,0,25,5,0,92
50,0.55,4,0,52,6,0,40
50,0.08,12,0,51,6,1,5332
50,0.78,3,0,57,6,0,208
52,1.0,6,0,51,4,1,295
50,0.08,4,0,50,7,1,29
52,0.19,2,1,47,4,0,452
60,0.86,11,0,29,6,0,29
50,1.0,2,0,72,7,1,473
50,1.0,13,0,35,6,1,33
90,0.52,10,0,58,7,1,1054
50,0.61,15,1,53,5,1,2681
95,1.0,4,0,32,13,1,27000
50,0.97,14,0,60,15,0,8455
66,0.49,13,1,35,10,0,3317
106,0.8,6,1,29,5,0,2308
147,0.21,2,1,35,4,0,23
50,0.23,1,0,62,5,0,1054
50,1.0,14,0,76,7,1,9307
50,0.16,3,1,47,7,1,1313
51,0.58,11,0,34,5,1,3997
72,0.08,17,0,43,5,1,1326
50,0.57,6,0,45,7,1,510
50,1.0,7,0,53,6,0,1027
50,1.0,14,0,51,8,0,741
50,1.0,14,0,54,4,1,1127
50,0.77,6,0,39,6,0,2872
85,0.17,13,0,34,5,0,5460
85,0.36,4,1,53,10,0,2805
72,0.47,1,1,26,8,0,55
76,0.78,10,0,54,7,1,9307
90,1.0,12,0,53,8,0,120
51,1.0,6,0,38,4,1,283
50,0.48,0,1,54,7,0,185
50,1.0,14,0,62,6,1,229
54,0.99,16,0,33,7,1,3317
50,1.0,7,0,55,7,1,741
50,0.53,1,1,55,12,0,1426
50,1.0,13,0,45,7,1,150
68,0.49,20,0,38,7,0,693
50,0.16,16,0,59,6,1,916
50,0.24,8,0,56,7,1,709
50,0.13,9,1,45,10,1,138
50,0.45,1,1,46,8,0,62
54,0.23,3,1,60,4,1,27000
50,0.75,12,0,47,7,0,64
50,0.68,6,1,56,6,0,645
64,1.0,7,0,28,5,1,32
50,0.73,13,0,36,6,0,163
50,0.15,11,0,63,7,1,578
50,0.41,2,0,49,6,0,213
50,0.63,1,1,51,4,1,71
50,0.4,22,0,52,6,1,20
50,1.0,5,0,78,5,1,44
50,0.12,4,0,49,5,0,1955
50,0.01,0,1,53,8,1,2859
50,0.78,3,0,56,8,1,214
50,0.08,21,0,45,4,1,4348
68,0.29,1,1,53,10,1,28
50,0.24,15,0,51,7,1,376
50,0.7,5,1,64,11,0,159
60,0.72,0,1,36,4,1,3301
59,0.49,2,0,32,6,0,769
50,1.0,14,0,49,7,1,3963
50,1.0,8,0,85,5,1,2733
50,1.0,18,1,38,5,0,101
58,0.07,10,0,58,5,0,222
64,0.12,10,0,43,6,0,9307
68,0.08,8,0,34,5,0,4116
85,0.08,21,0,37,8,0,451
60,0.7,4,0,29,7,1,1957
90,0.08,8,0,20,7,1,1732
50,0.13,5,0,48,6,0,67
50,0.08,5,1,72,7,0,645
50,0.22,4,0,40,8,1,3386
106,0.12,2,0,30,6,0,1191
50,0.9,2,0,54,6,0,182
50,1.0,4,0,41,6,0,94
62,0.84,0,1,42,8,0,3317
89,0.89,11,0,28,7,1,101
52,0.24,8,0,48,4,1,2404
80,0.18,0,0,28,5,1,8549
50,0.83,14,1,39,8,1,27000
50,1.0,3,0,58,4,1,182
50,1.0,5,0,50,6,1,747
54,0.19,3,0,30,5,0,4479
95,0.44,6,0,23,7,1,1397
80,0.7,1,1,50,6,0,107
50,0.08,20,0,33,7,1,1027
64,0.62,4,0,31,6,1,713
50,1.0,6,0,37,6,0,3744
50,0.58,5,0,41,8,0,194
50,0.38,3,1,36,4,0,4982
50,0.12,8,1,57,10,1,1693
50,1.0,12,0,48,4,1,67
50,0.72,14,0,40,10,0,11
60,0.42,10,0,34,13,1,233
60,0.06,3,1,36,10,1,679
72,0.09,0,1,29,7,0,272
68,0.11,13,0,39,4,1,3856
50,0.5,11,0,38,6,0,163
50,1.0,13,0,30,4,1,17
50,0.94,9,0,49,9,1,1699
50,0.3,16,0,55,7,0,98
50,0.19,2,0,45,4,1,214
50,0.24,1,1,39,8,1,218
50,0.06,9,0,42,8,1,3744
57,0.24,15,0,36,4,1,1448
50,0.35,19,0,51,7,0,376
50,0.54,2,1,63,8,1,72
50,0.18,3,1,48,6,1,15703
50,0.07,8,0,52,10,1,222
90,0.01,15,0,48,4,1,4762
90,0.16,6,0,36,7,1,112
90,0.23,10,0,37,6,0,10156
80,0.48,20,0,25,7,1,4116
50,0.25,3,0,52,10,1,1313
72,0.08,0,1,25,4,1,27000
50,0.04,5,0,43,10,0,53
50,0.91,0,0,59,4,0,824
54,1.0,1,0,46,5,0,204
95,0.8,17,0,21,6,0,43
76,0.51,13,0,29,6,1,2051
50,1.0,13,0,39,6,0,4116
50,1.0,4,0,59,7,1,1284
50,0.45,12,0,54,5,0,453
50,0.82,1,0,53,5,1,8455
90,0.08,2,0,31,6,1,3963
68,1.0,12,0,25,7,1,473
50,1.0,15,0,43,5,1,6
50,1.0,15,0,44,6,1,1943
50,0.13,1,1,59,4,0,122
50,0.08,5,0,44,6,0,487
50,0.75,4,0,45,6,0,10
69,1.0,4,0,46,7,0,972
50,0.21,3,1,60,6,0,85
50,0.46,2,1,45,4,1,3317
50,1.0,15,0,55,6,1,9
57,0.07,12,0,32,5,0,74
52,1.0,11,0,50,4,1,136
72,0.08,5,0,33,7,1,219
50,0.09,0,0,63,7,0,41
54,0.2,11,0,51,10,0,17
50,0.46,4,1,66,5,1,375
50,0.46,6,0,40,5,0,99
50,0.24,5,0,52,6,0,208
50,0.5,2,1,36,7,0,3991
50,1.0,3,0,41,7,0,134
50,0.91,1,0,45,7,0,108
50,0.08,13,0,33,9,1,90
50,0.18,0,1,43,5,1,6729
100,0.29,2,0,31,11,0,1165
50,1.0,8,0,43,4,1,4348
54,0.62,6,1,34,8,1,393
50,0.33,6,0,46,6,0,169
50,0.07,2,1,61,4,1,315
50,1.0,6,0,53,6,1,3866
85,0.21,1,1,36,4,1,1753
90,1.0,5,0,24,5,1,2103
50,1.0,5,0,36,5,0,4427
64,0.14,0,1,56,4,0,58
71,0.49,1,1,53,9,0,57
50,1.0,13,0,70,4,1,301
50,0.74,9,0,69,5,0,1601
72,0.08,11,0,82,9,1,11
51,0.74,6,1,42,5,1,215
64,0.64,10,0,50,10,0,983
50,0.2,2,1,53,4,1,1408
50,0.08,4,0,34,7,0,876
50,1.0,5,0,73,6,0,81
50,0.13,10,0,44,6,0,149
50,1.0,12,0,47,6,1,149
57,0.14,11,0,49,8,0,45
68,0.08,18,0,31,7,0,7162
50,0.31,18,0,48,5,1,1273
50,1.0,4,0,65,6,0,44
50,0.08,3,0,36,6,0,3317
50,1.0,8,0,39,7,0,76
72,0.34,1,0,43,11,0,3688
50,1.0,4,0,60,5,0,2679
50,0.07,13,0,33,7,0,43
50,0.9,16,0,50,6,1,3019
50,1.0,12,0,59,4,1,983
50,0.29,16,0,45,4,1,405
50,1.0,3,0,65,4,1,302
85,0.46,2,1,40,4,1,15703
60,1.0,15,0,32,6,0,224
50,1.0,17,0,61,4,1,1284
54,0.62,12,0,34,6,0,43
50,1.0,13,0,52,4,1,27
50,0.67,7,0,32,6,1,1313
63,0.53,13,0,31,6,0,617
68,0.08,2,0,38,7,1,4385
57,0.01,1,0,30,6,0,43
64,0.67,7,0,34,10,1,1753
50,1.0,12,0,51,6,0,27
50,0.69,6,0,40,6,0,79
50,1.0,9,0,34,9,0,35
50,1.0,8,0,58,9,1,421
55,1.0,9,0,34,10,1,51
90,0.93,7,0,24,5,1,91
95,0.02,12,0,18,7,1,54
100,0.61,18,0,20,7,1,40
64,0.34,2,0,34,5,0,149
50,1.0,8,0,63,7,0,71
50,0.03,2,1,45,4,0,29
64,0.28,5,0,26,5,0,125
51,0.0027322404371584,5,1,31,7,1,13
64,1.0,3,0,36,4,1,149
50,1.0,1,0,73,8,1,1313
50,0.25,3,0,37,10,1,793
50,0.53,16,0,57,4,1,14200
50,0.39,17,0,41,4,1,28
100,0.46,15,0,20,8,1,52
57,0.08,0,0,74,7,1,1054
50,0.71,6,0,50,6,0,60
57,0.08,4,0,29,6,0,3301
54,0.55,3,0,29,6,0,856
112,0.48,15,0,36,4,1,393
50,0.25,7,0,38,7,0,2906
72,0.1,15,0,41,9,1,51
50,0.5,10,0,43,7,0,48
50,0.97,10,0,49,4,0,473
50,0.79,12,0,49,9,1,362
95,0.39,15,1,38,5,1,127
54,0.24,1,0,33,7,0,82
50,0.51,4,0,61,5,0,539
95,0.08,9,0,45,6,0,3317
68,0.99,13,0,60,7,1,3657
50,0.42,11,0,42,6,0,2377
50,1.0,7,0,64,6,0,64
50,0.36,13,0,36,7,0,110
76,0.05,3,1,32,5,1,3866
95,0.06,7,0,73,4,1,44
118,0.81,13,0,20,9,1,139
50,0.16,3,0,56,4,1,342
85,0.12,1,1,27,5,1,1447
50,0.28,12,0,64,9,1,3430
50,1.0,6,0,96,4,1,1064
90,0.26,7,0,21,4,1,38
50,1.0,9,0,58,6,0,2521
50,1.0,12,0,72,7,1,32
50,0.5,14,0,51,5,0,287
80,0.54,5,0,32,5,1,824
50,0.24,7,0,45,7,0,1313
67,0.56,3,0,40,5,0,60
50,0.24,10,0,50,6,0,75
50,0.08,1,0,55,8,0,356
50,0.61,22,0,40,10,1,34
51,0.07,5,0,36,7,1,311
60,1.0,12,0,34,4,1,34
50,1.0,5,0,31,5,0,1313
65,0.14,8,0,29,10,1,271
60,0.04,13,0,30,11,0,33
50,1.0,15,0,37,5,1,568
100,1.0,9,0,88,7,1,15
50,0.4,2,1,44,7,0,62
72,0.61,10,0,32,7,0,3708
90,0.87,15,0,23,7,1,2694
60,1.0,14,0,32,6,0,230
50,0.74,4,1,51,7,0,581
50,0.61,6,1,85,6,1,59
80,1.0,14,0,67,4,0,37
50,1.0,8,0,87,6,1,91
50,0.96,15,0,54,13,1,5460
57,0.89,3,0,58,6,1,645
72,0.64,0,1,37,8,0,22
50,0.24,20,0,80,7,1,176
50,1.0,7,0,42,5,0,741
50,1.0,19,0,51,8,0,9
64,0.08,8,0,63,7,0,384
50,0.03,3,1,57,5,0,614
58,0.5,14,0,51,7,1,3963
50,0.7,1,1,63,5,0,74
50,1.0,10,0,41,6,0,27
50,1.0,4,0,66,5,0,244
54,0.33,6,0,31,7,0,182
95,0.39,5,1,31,6,1,2139
50,1.0,9,0,60,10,1,39
50,0.83,17,0,47,4,1,2949
57,1.0,9,0,32,5,1,57
50,0.91,1,0,60,5,1,473
64,0.19,0,0,39,14,0,1323
54,1.0,12,0,35,6,0,64
50,1.0,11,0,44,6,0,511
50,0.04,8,1,70,7,1,203
50,1.0,4,0,80,13,1,1521
64,1.0,9,0,38,7,0,3657
60,1.0,13,0,42,9,1,741
50,1.0,15,0,51,9,1,26
95,0.02,9,0,34,4,1,747
80,0.31,8,0,24,6,0,118
50,1.0,14,0,41,9,1,1199
67,0.18,12,0,31,6,1,478
50,0.09,18,0,52,5,1,21
50,0.44,4,0,46,9,1,3075
80,0.28,2,1,34,4,0,200
95,0.35,0,0,55,5,1,942
50,0.08,3,0,59,5,0,2679
50,1.0,16,0,88,7,1,335
50,0.24,5,0,41,6,0,155
72,1.0,3,0,59,6,0,152
50,0.34,5,0,59,6,1,644
50,0.09,1,0,44,4,1,280
50,0.53,1,1,58,4,0,161
50,1.0,6,0,59,5,0,12
95,0.65,4,0,20,4,0,259
50,0.49,4,0,51,7,1,71
50,0.79,9,0,51,13,1,310
80,1.0,14,0,36,5,1,91
54,0.08,12,0,33,11,1,404
50,1.0,13,0,53,4,0,1466
50,0.75,1,1,72,7,1,624
50,0.41,2,0,53,4,1,43
90,0.12,5,0,23,11,1,3301
62,0.27,7,0,49,6,0,501
50,1.0,3,0,79,7,1,1313
50,1.0,17,0,36,6,1,95
50,0.74,1,1,63,8,1,1430
64,0.08,13,0,27,9,1,4116
60,1.0,15,0,29,7,0,645
85,0.18,14,0,26,6,1,37
50,0.04,1,0,51,6,0,235
51,1.0,14,0,37,4,1,56
50,0.67,1,1,74,7,0,65
80,0.16,9,0,53,6,0,24
72,0.98,9,0,24,8,1,405
50,0.76,0,1,45,11,0,6465
50,0.5,1,1,33,7,1,3317
50,0.21,3,0,48,6,1,824
50,0.04,4,0,66,6,0,3317
50,0.59,9,0,67,4,1,298
50,0.68,5,0,46,7,0,100
82,0.1,2,1,39,8,0,3317
50,0.71,1,1,34,11,0,694
60,1.0,11,0,26,6,0,88
76,0.36,4,0,27,10,0,1408
76,0.67,9,0,30,7,1,12
50,0.86,8,0,47,13,0,5821
50,0.9,3,0,52,7,0,191
50,0.12,2,1,50,10,0,756
50,0.17,6,0,37,7,1,354
51,0.02,3,1,43,12,0,27000
57,0.0054644808743169,0,1,56,12,0,87
50,1.0,6,0,50,5,0,58
50,0.44,6,0,55,6,1,229
50,0.67,13,0,46,5,1,3744
50,0.5,7,0,61,6,1,66
50,1.0,11,0,37,6,0,36
50,1.0,7,0,88,7,1,14
50,1.0,18,0,61,5,0,40
80,0.32,20,0,32,4,1,4116
50,0.79,12,0,45,4,1,18
50,0.68,14,0,39,5,1,1326
50,0.25,0,0,66,6,1,30
50,0.51,0,1,70,5,1,611
50,1.0,3,0,61,4,1,130
50,1.0,5,0,55,4,1,227
90,0.23,16,0,36,7,0,140
62,0.71,3,1,52,7,0,130
63,0.51,5,0,35,5,0,490
50,1.0,14,0,80,5,1,11
51,0.24,11,0,36,6,1,935
72,1.0,11,0,26,4,0,220
