ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
0,0.6,4,0,26,68,1376
0,1.0,5,7,44,50,34
1,0.74,4,2,50,50,3159
0,0.08,5,3,63,50,85
0,0.77,4,11,36,67,1313
1,0.81,7,2,70,50,282
0,1.0,9,1,73,50,4116
0,0.45,5,0,70,50,201
0,0.99,6,13,50,50,741
0,0.42,4,18,57,100,2694
0,0.04,4,2,44,51,3599
0,0.44,7,1,54,50,54
0,0.98,5,0,53,52,508
0,1.0,7,18,76,50,8
0,0.24,7,8,35,60,107
0,0.51,7,1,47,50,623
0,0.36,4,15,32,64,7
0,1.0,7,4,30,50,133
0,1.0,12,10,35,54,2317
1,1.0,9,7,60,50,17
0,0.41,11,9,43,50,221
0,0.57,6,1,58,50,298
0,0.35,7,12,54,91,222
0,0.7,7,1,42,50,27
0,0.12,6,2,74,50,5433
0,0.8,7,4,56,50,480
0,0.06,5,7,32,54,78
0,0.27,6,8,42,50,119
0,0.06,4,0,26,76,3159
0,0.41,6,12,37,71,467
0,0.08,7,0,32,64,5053
0,0.18,6,5,67,50,17
0,0.07,5,0,48,50,817
0,0.08,7,3,26,85,2715
0,0.5,7,16,59,50,570
0,0.54,6,18,33,64,272
0,1.0,10,2,54,50,175
0,0.25,6,5,32,106,98
0,1.0,7,12,52,50,186
0,0.99,8,8,38,50,2983
0,0.96,5,8,32,63,199
0,0.78,6,17,45,50,1442
0,0.08,6,1,33,50,217
0,1.0,6,3,52,50,1323
0,0.37,7,17,46,50,295
0,0.78,5,1,39,51,174
0,0.76,4,0,54,50,2365
0,0.91,8,9,43,50,3386
0,1.0,7,11,50,50,50
0,0.5,6,2,39,50,269
0,0.74,4,2,48,72,3420
0,0.87,5,1,52,50,6681
0,0.03,5,0,48,100,16
0,1.0,8,11,54,62,3657
0,0.07,6,10,41,50,450
1,0.26,6,2,30,80,176
0,1.0,4,10,34,50,83
0,0.08,7,6,31,71,7187
0,0.17,8,2,50,50,137
0,0.08,7,14,46,50,824
0,0.0082191780821917,4,3,46,50,906
0,0.55,7,9,29,54,282
0,0.46,7,10,21,95,5449
0,0.1,6,3,56,50,190
0,0.03,6,2,26,68,220
1,1.0,7,5,69,50,1601
0,1.0,6,8,39,76,120
0,1.0,11,2,44,50,64
0,0.87,15,3,69,55,1457
0,0.16,6,6,33,72,27000
0,0.7,6,2,52,50,886
0,0.3,4,11,25,95,1260
0,0.04,9,4,49,50,1955
0,1.0,4,2,57,60,426
0,0.87,7,1,54,50,93
0,0.15,7,7,41,50,405
0,0.08,11,13,59,50,57
0,1.0,7,5,35,50,37
0,0.49,6,17,34,57,483
0,1.0,6,7,31,60,4649
0,0.85,7,4,41,50,46
0,0.74,5,2,24,80,144
0,1.0,11,2,50,50,1629
0,0.04,8,1,40,50,16
0,0.12,7,1,36,112,677
0,0.2,4,4,78,50,5782
0,1.0,4,10,19,50,109
0,0.41,10,15,66,50,4762
0,0.02,5,1,64,50,332
0,0.87,4,4,31,54,747
0,0.1,5,0,45,50,1313
0,0.24,8,1,52,50,8549
0,0.29,4,0,63,50,528
0,0.12,12,2,56,50,2472
0,0.15,4,7,26,80,153
0,1.0,7,8,55,50,752
0,0.12,6,12,34,57,148
0,0.22,6,11,56,85,3744
0,0.41,7,2,37,50,99
0,0.05,4,3,39,50,288
0,0.28,4,3,46,50,269
0,0.24,7,4,39,50,58
0,0.04,6,13,58,50,9484
0,0.45,6,9,30,64,55
0,0.22,7,3,48,64,2674
0,0.78,7,6,32,85,61
0,0.08,7,14,39,100,1326
0,0.23,5,14,27,100,11
0,0.2,6,2,54,50,132
0,1.0,4,2,59,50,511
0,0.15,7,1,71,81,1039
0,1.0,4,9,38,50,747
0,0.1,6,10,26,90,17
1,1.0,10,8,26,90,826
0,0.21,6,2,28,60,142
0,1.0,5,1,82,50,3688
0,0.41,7,20,49,85,2044
0,1.0,4,7,55,50,15
0,0.04,11,5,55,50,234
0,0.56,12,0,50,50,266
0,0.24,6,8,63,50,1326
0,0.83,6,2,42,54,295
0,0.09,6,9,39,100,405
0,1.0,12,6,39,54,27000
0,0.62,12,1,64,58,10
0,1.0,5,6,39,61,57
0,0.72,5,12,22,85,741
0,0.24,5,14,55,55,782
0,0.83,5,4,32,50,1191
0,1.0,7,1,31,57,756
0,0.58,7,4,53,50,65
0,1.0,6,12,50,52,40
0,1.0,11,4,50,50,568
1,1.0,6,10,50,50,3866
0,0.33,5,14,29,95,1408
0,1.0,6,9,44,61,11
0,0.05,8,15,26,68,222
0,0.9,7,0,40,50,31
0,0.08,7,5,43,64,211
0,0.08,4,1,63,55,269
0,0.25,8,8,71,50,303
0,1.0,4,14,31,50,60
0,1.0,7,18,36,50,1871
0,0.34,10,4,28,64,614
0,0.2,7,14,32,100,1191
1,1.0,6,18,76,61,3368
0,0.85,6,7,47,50,203
0,0.78,6,2,25,66,11
0,0.55,7,1,68,50,894
0,0.81,6,3,31,90,1314
0,0.01,6,2,49,50,3317
0,0.08,9,9,46,50,160
0,0.23,7,4,43,50,18
0,0.49,7,6,61,50,983
0,0.08,6,3,29,55,389
0,0.09,10,14,31,100,222
0,0.38,10,6,55,72,2805
0,0.62,4,1,61,50,143
0,0.71,7,1,78,78,704
0,1.0,5,7,40,50,634
0,0.79,7,10,37,50,2537
0,1.0,5,9,46,50,1442
0,0.08,9,13,28,90,5449
0,1.0,5,18,30,54,213
0,0.4,6,0,30,54,1543
0,1.0,6,3,25,80,86
0,0.81,6,13,50,50,25
0,1.0,4,5,49,50,49
0,1.0,9,13,37,57,3963
0,0.41,7,7,30,68,614
0,0.7,5,3,25,64,625
0,0.93,5,19,40,50,1002
0,1.0,5,13,40,50,3963
0,0.01,6,2,34,57,75
0,0.49,4,16,76,50,59
0,0.24,6,3,37,60,15725
0,0.26,9,11,36,57,93
0,1.0,10,7,58,50,252
0,1.0,5,4,43,50,473
0,0.005479452,11,0,57,50,2740
0,0.47,4,0,53,50,35
0,0.16,7,4,42,62,263
0,1.0,7,11,32,51,102
0,0.17,4,2,55,50,143
0,0.7,7,3,69,50,450
0,0.24,6,7,51,50,280
1,1.0,6,9,63,50,1182
0,0.0054644808743169,6,12,41,51,343
0,0.86,6,10,26,85,642
0,0.28,10,10,28,68,3132
0,0.8,5,9,29,80,1466
0,0.08,4,14,35,50,4617
0,0.01,4,10,37,80,184
0,0.69,6,8,28,64,43
0,0.38,7,13,41,50,12
0,0.28,5,4,78,50,381
0,1.0,5,2,44,50,6617
0,0.58,5,12,31,80,473
0,0.91,7,8,39,50,358
0,0.54,8,2,31,54,59
0,0.2,9,5,59,50,626
0,1.0,8,18,49,50,381
0,0.04,7,7,30,50,126
0,0.47,6,4,35,60,3317
0,0.2,7,14,30,72,86
0,0.62,7,10,36,59,27000
0,0.92,6,10,32,60,634
0,0.29,6,5,74,50,66
0,0.39,7,1,44,50,48
0,0.58,6,2,45,50,304
0,1.0,5,6,87,50,4762
0,1.0,7,3,73,50,4128
0,0.43,5,1,70,50,1313
0,0.43,7,10,27,80,60
0,0.09,4,0,36,72,8455
0,1.0,14,4,43,50,247
0,0.28,7,4,41,50,15386
0,0.43,4,2,46,50,683
0,0.38,4,0,71,59,16
0,1.0,7,11,53,50,399
0,0.95,5,3,48,59,1381
0,0.38,5,2,48,50,301
0,0.28,8,5,33,76,645
0,1.0,4,2,49,50,141
0,0.87,4,1,43,50,5433
0,1.0,7,7,50,50,78
0,0.49,7,1,35,50,5460
0,1.0,4,8,25,68,2399
0,0.8,5,1,45,50,3317
0,0.46,11,2,47,50,136
0,0.06,4,0,46,51,542
1,0.94,7,1,45,50,113
0,1.0,9,14,38,50,84
0,0.08,6,10,35,60,74
0,0.08,7,10,47,50,31
1,1.0,5,1,44,50,79
0,1.0,6,14,80,50,492
0,0.74,7,10,74,50,9307
0,1.0,4,7,63,50,1326
0,0.28,7,20,34,90,170
1,1.0,4,5,80,50,122
0,0.15,4,12,22,112,493
0,1.0,6,8,62,50,229
0,1.0,4,19,38,50,49
0,0.63,4,3,39,72,9484
0,0.21,7,1,59,50,581
0,0.19,9,16,55,50,135
0,0.55,4,1,45,68,1200
0,0.78,10,5,69,50,255
0,0.96,9,5,66,50,46
0,1.0,7,3,53,50,57
0,0.74,7,1,34,54,1313
0,0.02,4,4,44,58,74
0,0.28,7,3,45,50,110
0,0.95,7,3,37,76,176
0,0.25,4,15,47,50,282
0,0.41,11,18,34,95,2949
0,0.0054794520547945,4,2,69,50,3317
0,0.04,4,0,75,50,133
0,0.08,6,15,45,50,5460
0,0.08,7,0,42,54,3386
1,1.0,5,5,58,50,84
0,0.0081967213114754,11,0,48,53,721
0,0.19,9,3,30,60,132
0,0.09,7,11,22,95,334
0,0.9,5,7,58,50,133
0,0.17,4,10,43,51,229
0,0.61,6,15,34,63,97
0,0.54,6,3,66,50,1191
0,0.18,6,5,38,63,3366
0,1.0,8,5,49,50,817
0,0.43,7,14,38,100,20
1,0.06,10,0,45,50,1241
0,0.68,7,0,60,50,339
0,1.0,5,7,71,50,72
1,0.54,8,20,49,50,905
0,0.57,10,2,46,50,4123
0,0.15,7,0,43,85,3385
0,0.03,4,0,51,50,92
0,0.09,6,15,49,64,53
0,0.73,4,0,32,100,1862
0,1.0,6,13,61,50,24
0,0.74,5,7,40,60,163
0,0.44,10,10,35,50,120
0,1.0,6,8,27,50,133
0,0.83,7,16,33,68,399
0,0.95,9,2,59,63,27000
0,0.4,8,3,36,50,263
1,0.48,8,11,54,58,206
0,0.008219178,6,10,30,100,2258
0,0.37,4,2,30,68,2907
0,1.0,7,9,26,80,1871
0,0.78,9,3,62,50,57
0,0.41,7,1,58,50,49
0,1.0,7,3,39,50,359
0,1.0,5,12,35,50,1229
0,0.25,5,5,51,50,22
0,0.95,4,14,52,50,481
0,0.08,10,9,66,50,1326
0,0.41,5,5,31,54,124
0,0.5,13,15,61,50,666
0,0.41,4,5,38,54,3021
0,0.08,4,13,52,56,374
0,0.68,8,0,52,50,60
0,0.12,4,8,32,54,1313
0,0.08,6,2,35,50,5877
0,1.0,8,7,28,57,295
0,0.54,5,12,34,50,1313
0,1.0,7,14,38,72,405
0,1.0,6,3,78,50,563
0,1.0,5,17,34,57,4348
0,0.08,4,11,34,90,1326
0,0.93,6,11,22,85,94
0,0.08,7,14,65,50,2620
0,1.0,8,3,33,72,57
0,0.41,7,3,52,66,1381
0,0.33,7,3,36,54,214
0,0.08,4,15,27,95,2681
0,1.0,9,10,54,50,73
0,0.75,6,10,41,50,1313
0,0.05,10,0,57,50,4998
0,1.0,7,9,42,50,8
0,0.03,4,0,68,50,50
1,0.34,6,4,27,80,2399
0,1.0,5,3,37,57,109
1,1.0,6,1,46,50,3386
0,1.0,4,10,81,50,2131
0,0.0027397260273972,6,10,20,100,1780
0,1.0,7,5,29,71,112
0,0.82,7,2,73,80,94
0,0.12,9,15,30,54,9589
0,0.06,7,0,40,60,378
0,0.45,6,10,69,50,517
0,0.15,6,7,52,100,6864
0,0.05,8,6,57,50,1323
0,0.08,7,10,57,50,10156
0,0.09,7,8,52,51,8455
0,0.46,7,12,28,68,3541
0,0.08,6,3,50,95,824
0,0.16,6,10,37,66,405
0,1.0,8,12,47,50,2415
0,0.53,6,6,26,72,91
0,0.12,6,10,55,50,1541
0,0.33,7,0,42,50,39
0,1.0,5,3,42,71,116
0,0.36,4,3,83,50,949
0,1.0,8,2,78,50,197
0,1.0,14,15,56,50,4087
0,0.5,7,8,59,50,43
0,0.09,6,2,42,50,4998
0,0.53,6,1,55,50,3744
1,0.04,15,0,59,52,3317
0,0.78,7,20,57,50,227
0,0.28,7,5,40,54,6595
0,1.0,5,15,40,50,109
0,1.0,7,7,40,50,155
0,0.1,4,1,53,50,100
0,0.24,5,10,47,50,252
0,1.0,6,6,32,50,91
0,0.12,7,1,33,80,578
1,0.12,6,8,37,85,121
0,0.79,10,12,28,95,27000
0,0.51,5,10,38,50,4128
0,1.0,7,3,70,50,713
0,0.74,6,4,39,72,27000
0,0.47,6,15,40,64,49
0,0.55,4,9,52,50,490
0,0.32,6,7,48,50,473
0,0.74,7,1,56,50,1468
0,1.0,6,6,79,50,1072
0,0.12,8,23,48,50,393
0,0.03,7,5,39,50,1962
0,0.25,6,0,56,50,27000
1,1.0,4,6,44,62,70
0,1.0,9,11,31,50,170
0,0.98,6,4,45,51,9307
0,0.65,6,10,45,52,84
0,1.0,5,16,64,50,2252
0,1.0,5,4,73,50,634
0,0.62,10,3,43,50,658
0,0.7,4,2,32,68,1609
0,0.71,11,5,56,62,3317
0,0.56,4,0,56,50,2426
0,0.63,5,1,47,50,879
0,1.0,7,8,49,50,11
0,0.46,5,0,50,57,4762
0,0.11,7,5,53,50,27
0,0.34,9,0,39,50,645
0,0.11,9,7,34,62,4348
0,1.0,6,3,48,50,1313
0,0.78,10,6,44,50,214
0,0.5,10,2,65,50,614
0,0.75,6,6,35,68,78
0,0.69,5,3,25,68,271
0,1.0,5,14,52,50,186
0,0.75,10,3,56,50,993
0,0.12,7,3,44,50,2927
0,1.0,12,7,41,76,942
0,0.72,4,3,49,62,2897
0,0.44,7,4,57,50,526
0,0.93,6,11,52,68,3317
0,0.41,5,3,53,50,2733
0,0.79,6,5,30,72,28
0,0.0027397260273972,4,0,41,50,170
0,0.1,6,13,74,50,84
0,1.0,5,5,58,50,282
0,0.01,7,7,43,67,79
0,0.53,6,15,49,88,3465
0,0.0027322404371584,5,1,43,50,1313
0,0.56,6,0,54,50,448
0,0.02,7,1,51,50,763
0,0.42,8,5,48,55,262
0,0.05,4,0,69,50,60
0,0.3,6,8,65,51,745
0,0.61,15,1,39,50,120
0,0.54,7,0,43,62,1233
0,0.03,7,15,45,50,177
0,0.24,5,2,43,50,478
0,0.55,4,9,55,50,161
2,0.08,7,2,31,54,52
0,0.17,4,12,44,50,27
0,0.12,6,3,31,90,4427
0,0.31,4,3,51,71,125
0,0.07,5,15,51,118,13
0,1.0,5,19,34,54,282
0,0.25,11,7,45,50,4348
0,0.12,4,1,36,100,3963
0,0.35,7,10,37,80,3465
0,1.0,6,13,67,50,451
0,1.0,5,10,35,50,634
1,0.62,15,5,57,50,66
0,0.08,5,3,39,66,495
0,1.0,6,4,46,50,56
0,0.47,5,13,26,80,2740
0,0.24,9,19,71,50,1193
0,0.45,6,5,29,95,1314
0,0.58,6,16,50,50,109
0,0.04,7,2,40,50,157
0,0.41,9,0,56,50,161
0,1.0,12,35,54,50,1127
0,0.24,6,1,53,50,41
0,0.08,5,2,37,57,269
0,0.14,6,10,38,76,277
0,0.14,10,13,50,50,2252
1,0.47,7,11,43,60,745
0,1.0,5,1,48,59,1287
0,0.38,7,9,20,125,21
0,1.0,7,4,72,50,64
0,1.0,7,17,39,50,57
0,1.0,5,14,79,50,713
0,1.0,4,12,52,50,3744
0,0.24,7,21,46,50,13
0,0.38,10,15,24,72,109
0,1.0,4,1,79,50,1313
0,0.28,7,1,42,54,3184
0,0.7,7,13,77,50,388
0,0.54,7,11,26,80,3430
0,1.0,4,10,47,50,43
0,0.24,10,14,27,68,94
0,0.56,6,3,59,50,111
0,1.0,7,6,28,54,1054
0,1.0,6,11,63,62,120
0,0.27,5,1,39,50,1218
0,0.8,10,2,34,64,709
0,0.49,9,2,29,55,298
0,0.24,4,13,36,50,3744
0,1.0,8,15,24,76,50
0,1.0,6,11,57,50,44
0,1.0,6,11,51,50,20
0,0.74,6,4,31,72,1466
0,1.0,6,13,65,50,376
0,0.74,4,3,31,57,156
0,1.0,6,12,30,67,27000
0,0.59,7,12,46,50,37
0,0.24,6,7,44,50,214
0,0.05,11,0,56,50,98
0,1.0,6,28,48,50,405
0,0.12,4,2,49,50,83
0,0.96,6,3,40,50,303
0,0.24,7,12,30,83,1440
0,0.08,4,13,33,60,3859
0,1.0,6,2,63,50,1943
0,0.49,4,14,29,50,27000
0,0.5,4,1,30,60,27000
0,0.11,7,15,47,50,8455
0,0.71,7,11,38,68,1326
0,0.05,11,0,31,50,167
0,1.0,7,16,47,50,730
0,1.0,5,15,49,50,754
0,0.96,6,4,41,50,303
0,0.02,5,1,32,60,112
0,0.63,6,7,35,51,1767
0,0.72,11,4,66,50,31
0,0.11,7,13,27,72,1064
0,1.0,5,13,44,50,81
0,0.08,4,11,31,76,3103
0,0.09,7,12,41,69,36
0,0.42,8,9,60,50,3688
0,0.12,7,2,44,50,3019
0,0.08,4,0,52,50,3657
0,0.15,9,3,64,50,29
0,0.7,11,2,48,50,110
0,1.0,4,18,51,50,252
0,0.71,5,1,54,50,4348
0,1.0,8,19,48,50,4
0,0.14,4,16,33,85,5723
0,0.43,7,1,38,80,27000
0,0.25,7,0,41,50,3708
0,0.38,10,3,54,50,30
0,0.00273224,5,3,59,50,10
0,1.0,6,14,53,50,20
0,0.95,5,3,59,50,2019
0,1.0,6,10,58,50,54
0,1.0,6,12,50,50,27
0,0.46,7,10,39,50,857
0,0.18,7,6,55,58,44
0,1.0,6,12,41,50,69
0,0.37,6,10,54,50,949
0,0.0082191780821917,5,12,55,50,3744
0,1.0,6,10,45,50,3240
0,1.0,5,3,50,50,41
0,0.09,4,0,55,50,118
0,0.24,6,7,28,78,125
0,0.99,6,11,34,51,29
1,0.72,5,14,42,64,146
0,0.08,4,7,52,95,269
0,0.08,6,3,46,50,935
0,1.0,10,16,41,50,12
0,0.87,6,7,48,50,9
0,0.99,10,1,30,64,27
0,0.02,11,1,51,50,405
0,0.49,4,0,31,100,4128
0,0.08,6,11,28,100,269
0,0.14,6,10,20,100,256
0,0.13,5,12,36,85,50
0,0.24,7,1,66,50,257
0,0.08,5,15,51,50,167
0,0.41,12,2,35,51,174
0,0.03,11,8,27,76,405
0,0.18,6,15,37,60,1955
0,0.16,6,5,25,76,121
0,1.0,6,20,52,50,66
0,0.21,6,0,27,100,1753
0,0.99,4,6,58,50,301
0,1.0,4,1,38,67,4
1,0.04,5,16,43,50,43
0,0.4,7,10,25,95,516
0,0.73,11,19,25,112,134
0,0.39,7,2,29,95,3317
0,0.67,5,13,33,85,54
0,0.0054644808743169,7,6,53,50,388
1,0.45,7,12,70,50,1974
0,0.24,6,7,37,67,735
0,0.16,6,14,32,68,17
0,1.0,4,13,48,50,32
0,1.0,5,11,39,72,172
0,0.16,6,10,49,50,1541
0,0.49,4,10,52,50,269
0,0.75,5,1,37,50,122
0,0.0027322404371584,4,15,29,80,40
0,0.56,6,4,58,50,570
0,0.78,4,6,38,68,25
0,0.06,7,6,48,50,634
0,0.52,8,0,57,50,18
0,0.52,12,9,36,50,171
0,0.91,4,14,34,50,33
0,0.12,8,0,44,52,6257
0,0.5,6,5,72,50,53
0,1.0,5,10,35,51,37
0,1.0,6,4,47,50,178
0,0.33,4,2,25,85,327
0,1.0,5,10,51,50,105
0,0.06,7,14,35,51,150
0,1.0,7,10,81,50,17
0,0.52,4,2,25,76,4456
0,1.0,6,1,48,50,1753
0,0.28,5,1,69,50,538
0,0.48,7,10,46,50,541
0,1.0,7,10,70,50,1127
0,1.0,5,3,46,50,73
0,0.37,7,15,34,85,4059
0,0.2,8,14,41,56,1323
0,0.36,10,7,40,50,3293
0,0.22,6,15,51,50,88
0,0.49,9,7,62,50,60
0,0.94,4,15,62,50,99
0,1.0,7,8,47,50,481
1,0.49,4,10,22,125,25
0,0.04,6,6,75,50,1541
0,0.08,5,18,32,68,1326
0,0.44,4,11,19,100,405
0,1.0,5,4,71,50,152
0,0.19,6,0,49,50,37
0,1.0,4,15,59,50,252
0,0.24,5,2,50,50,17
0,0.32,5,1,46,50,406
0,0.46,9,12,53,50,3021
0,0.14,6,9,34,60,405
0,0.28,7,3,79,50,57
0,0.05,8,0,72,50,25
0,0.71,5,1,72,50,2019
0,0.75,5,6,53,50,138
2,0.45,15,0,57,50,27000
1,0.51,4,7,42,57,359
0,0.01,6,8,47,50,25
0,0.53,5,6,32,95,1313
0,0.39,7,1,46,72,194
0,0.72,8,14,49,50,772
0,0.93,5,16,53,55,15
0,0.43,5,3,19,90,2715
0,0.36,5,1,29,90,563
0,0.62,7,3,49,50,1326
0,0.25,6,2,26,80,70
0,0.28,9,18,50,50,126
0,1.0,5,10,39,64,159
0,0.09,4,0,48,50,3159
0,1.0,6,10,69,50,53
0,0.3,5,5,24,95,82
0,1.0,7,12,26,90,408
0,1.0,7,6,50,50,44
0,0.8,4,15,44,85,37
0,0.61,5,4,23,100,721
0,0.49,4,4,54,50,58
1,0.09,4,0,37,68,48
0,0.08,4,10,21,100,5460
0,0.64,7,6,63,50,39
0,0.46,4,1,30,76,465
0,0.1,4,2,47,50,3834
0,0.36,7,10,51,50,675
1,1.0,6,2,47,50,222
0,0.11,6,4,82,50,4348
0,1.0,6,16,44,50,16
0,0.04,10,9,26,72,826
0,1.0,4,15,56,50,229
0,0.46,10,2,53,50,3859
0,0.54,7,0,56,50,2983
0,0.45,7,5,46,54,3023
0,0.01,8,0,44,54,27
0,0.24,5,6,40,50,176
1,0.24,7,2,61,50,270
1,0.15,6,1,54,50,168
0,0.87,8,0,58,80,138
0,0.54,6,6,33,57,27000
0,1.0,7,10,37,80,886
0,1.0,6,2,53,50,2252
0,0.06,10,1,34,72,131
0,0.03,15,3,65,50,85
0,0.42,8,16,51,50,741
0,1.0,6,6,46,106,21
0,0.49,8,1,52,50,1210
0,0.24,5,8,31,68,49
0,0.26,4,2,37,50,157
0,0.29,7,1,52,50,56
0,0.55,10,11,44,50,112
0,1.0,6,15,61,50,176
0,1.0,7,5,56,50,1191
0,0.39,5,3,62,62,1314
0,0.08,7,6,28,80,87
0,1.0,6,13,48,50,71
0,1.0,11,11,38,55,37
0,0.64,5,3,53,50,4348
0,0.08,6,16,38,51,63
0,0.27,5,6,39,76,2044
0,1.0,5,9,31,50,23
0,0.0027397260273972,4,7,45,50,3317
0,0.07,4,0,42,50,27000
0,1.0,4,19,41,95,29
0,0.96,4,3,32,67,17
0,0.03,5,2,53,50,3023
0,0.12,6,2,62,50,721
0,0.96,5,1,42,50,301
0,1.0,7,14,38,54,5449
0,0.97,4,10,27,72,33
0,1.0,4,12,52,50,99
0,1.0,7,19,37,50,85
0,0.5,7,2,50,54,3317
1,0.95,5,12,25,95,1313
0,0.33,4,3,34,80,2446
0,0.08,7,2,27,80,4059
0,1.0,9,19,51,54,19
0,1.0,4,10,45,50,354
0,0.55,6,3,63,50,3301
0,0.55,7,0,34,50,18
0,0.17,6,3,45,50,23
0,0.33,4,1,47,50,140
0,0.58,5,5,20,90,1408
0,1.0,4,7,41,50,2044
0,0.08,7,12,41,50,247
0,0.08,9,2,59,50,645
0,0.66,4,3,31,50,283
0,1.0,7,16,50,50,213
0,0.85,6,3,59,50,44
0,0.49,6,5,46,62,22
0,0.11,5,8,37,57,4762
0,0.04,7,6,38,95,670
0,1.0,5,11,68,50,287
0,0.79,5,1,24,90,129
0,0.09,8,0,33,80,6944
0,0.71,4,3,59,54,58
1,1.0,7,11,47,50,380
0,0.63,6,3,46,50,229
0,0.15,11,5,48,50,3430
0,1.0,9,2,54,50,2715
0,1.0,7,16,32,51,298
0,1.0,5,7,40,50,634
0,1.0,8,5,50,50,67
0,0.48,7,13,42,76,27000
0,1.0,6,14,55,50,1601
1,0.02,5,20,57,50,722
0,0.33,6,6,32,50,335
0,0.21,6,15,48,50,3852
0,0.81,4,13,26,80,4087
0,0.61,8,1,29,100,14
0,0.39,10,23,56,50,178
0,0.28,10,8,48,50,56
0,0.07,7,6,34,72,219
0,0.05,6,4,41,58,152
0,1.0,7,6,70,50,91
0,0.83,6,11,54,90,27
0,0.78,7,7,70,50,425
0,0.93,7,10,36,51,157
0,0.39,7,13,44,68,1408
0,1.0,4,11,29,69,1379
0,0.38,4,8,44,50,2019
0,1.0,6,2,37,50,394
0,0.5,4,14,41,83,842
0,0.68,8,13,44,58,1326
0,0.5,5,8,33,60,428
0,1.0,7,15,60,50,298
0,1.0,5,8,50,50,391
0,0.11,7,8,46,50,76
1,0.37,6,10,42,50,1468
0,1.0,5,1,59,53,50
0,0.43,7,1,38,50,4253
0,0.51,7,1,54,50,188
0,0.45,4,3,49,55,4762
0,1.0,5,4,51,50,125
0,0.54,6,3,34,50,77
0,0.45,6,2,27,60,78
0,1.0,9,4,69,50,800
0,0.1,4,2,58,50,722
0,0.41,5,3,21,85,24
0,0.66,4,6,47,50,541
0,1.0,5,2,42,50,2044
0,0.18,9,4,42,50,23
0,0.74,7,12,55,50,45
0,0.4,15,0,50,50,227
0,0.46,9,11,47,50,374
0,1.0,6,15,43,50,169
0,0.1,4,4,64,57,2694
0,0.57,4,15,42,50,269
0,0.24,4,2,67,50,3301
0,0.08,8,1,30,90,1715
0,0.07,6,6,41,50,1482
0,0.06,4,1,36,80,82
1,0.37,6,8,36,112,1482
0,1.0,6,6,43,50,405
0,0.16,5,12,75,50,38
0,1.0,4,17,60,50,522
0,1.0,7,7,54,50,726
0,0.08,6,11,20,100,4128
0,0.08,7,6,50,50,18
0,0.24,7,4,32,50,405
0,0.07,4,10,26,80,269
1,0.18,4,13,40,62,64
0,1.0,7,5,54,50,229
0,0.22,7,9,37,100,301
0,0.47,6,2,53,50,92
0,0.08,4,14,27,85,3866
0,1.0,4,9,29,50,17
0,0.71,5,2,57,50,71
0,1.0,6,1,48,60,14
0,0.44,6,2,20,50,3866
0,1.0,7,12,40,50,473
0,0.25,6,7,60,50,84
1,0.86,4,16,79,58,1182
0,0.15,7,9,64,50,66
0,0.96,11,7,40,50,2446
0,0.46,8,8,44,50,95
0,1.0,7,17,72,50,105
0,0.49,6,5,68,50,110
0,0.49,4,3,59,50,722
0,1.0,8,12,45,50,2120
0,0.02,6,0,69,50,202
0,0.03,10,20,64,50,39
0,0.58,5,2,48,50,160
0,0.42,4,16,37,50,4762
0,1.0,7,6,33,50,208
1,0.02,4,0,45,61,175
0,0.41,4,1,36,60,9307
0,0.07,4,4,56,50,824
0,0.17,5,0,40,54,3341
0,0.96,5,1,49,52,368
0,0.53,7,16,39,76,51
0,0.07,8,19,43,58,837
0,0.37,5,4,51,50,57
0,0.16,5,10,32,57,165
0,0.47,6,11,21,125,65
1,0.48,7,5,63,100,1054
0,0.5,7,2,61,50,824
0,0.47,7,5,45,60,2103
0,0.38,11,0,46,52,51
0,1.0,4,13,60,50,60
0,1.0,5,1,41,50,1182
0,0.19,6,11,20,95,614
0,1.0,6,10,38,51,1064
0,0.5,7,18,50,50,405
0,0.8,5,13,26,68,857
0,0.3,8,4,33,85,3317
0,0.62,4,5,33,76,15386
0,0.5,7,8,56,50,66
0,0.19,9,4,45,80,9307
0,0.46,5,2,39,50,143
0,0.56,7,1,40,57,27000
0,1.0,8,17,50,50,179
0,0.47,5,2,47,50,60
0,0.08,9,6,54,50,431
0,0.43,6,0,40,77,824
0,0.62,7,3,73,50,3317
0,0.5,9,5,66,50,27000
0,0.65,5,1,21,112,137
0,0.67,11,2,55,50,23
0,0.5,6,7,22,125,133
0,0.16,7,4,32,76,144
0,0.83,6,7,66,55,4116
0,0.23,6,8,33,60,59
0,1.0,5,8,43,60,135
0,0.15,6,1,37,72,53
0,0.07,4,1,34,50,1210
0,0.24,7,1,46,50,12
0,0.07,6,6,30,90,1943
0,0.87,7,1,65,50,1229
0,1.0,4,7,64,57,831
0,0.75,4,1,60,72,4436
0,0.41,7,1,33,64,3457
0,1.0,5,12,80,50,51
0,0.08,6,0,22,90,793
0,0.08,5,11,47,50,2906
0,0.08,5,17,53,50,1232
0,0.17,6,0,46,50,66
0,0.24,8,1,28,60,1326
0,0.16,9,13,36,50,1403
0,1.0,8,5,48,50,32
1,0.98,11,2,43,50,581
0,0.11,5,5,35,67,5053
0,0.32,4,2,53,50,3317
0,0.11,8,3,31,57,721
0,0.66,6,7,24,80,831
0,0.96,4,2,39,50,298
0,1.0,6,8,55,50,101
0,0.65,6,15,21,95,88
