,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
54854,0,0.06,9,16,31,90,30
54855,0,0.52,11,4,51,50,4348
54856,0,0.08,7,11,38,50,4059
54857,0,0.09,5,9,22,100,2019
54858,0,1.0,4,12,30,59,18
54859,0,0.56,12,5,50,50,841
54860,0,0.0054794520547945,5,2,38,72,198
54861,0,0.53,8,1,55,50,130
54862,0,0.69,7,13,38,50,1457
54863,0,0.2,5,1,43,50,3385
54864,0,0.08,5,2,56,50,48
54865,0,0.89,5,7,56,50,119
54866,0,0.49,5,3,67,50,137
54867,0,1.0,5,3,73,50,1313
54868,0,0.46,4,10,33,50,416
54869,0,0.03,8,2,80,67,147
54870,0,0.36,9,1,55,50,126
54871,0,0.42,4,0,62,50,626
54872,0,0.36,4,1,52,54,197
54873,0,0.84,4,12,48,50,91
54874,0,0.52,6,12,45,125,1054
54875,0,0.96,4,2,30,95,3317
54876,0,0.23,9,10,33,50,49
54877,0,0.71,7,2,73,50,192
54878,0,0.08,5,4,58,50,3301
54879,0,0.43,6,1,57,51,987
54880,0,0.23,6,9,30,54,1313
54881,1,1.0,5,3,33,50,97
54882,0,0.55,7,2,29,54,51
54883,0,0.41,6,17,34,95,65
54884,0,0.25,6,11,44,50,4116
54885,0,0.74,8,1,47,50,557
54886,0,1.0,5,3,44,50,1326
54887,0,0.8,9,2,71,50,4762
54888,0,0.15,4,20,29,60,27
54889,0,0.54,7,1,25,90,3301
54890,0,1.0,4,10,36,50,43
54891,0,1.0,4,2,26,72,14
54892,0,1.0,4,9,24,68,93
54893,0,0.12,7,10,49,57,7571
54894,0,0.44,4,1,21,100,73
54895,0,0.16,11,10,52,50,52
54896,0,0.06,7,2,73,72,1466
54897,0,0.35,9,11,45,50,295
54898,0,0.38,11,4,57,100,24
54899,0,0.08,11,10,42,57,371
54900,0,0.08,6,7,38,50,885
54901,0,0.07,7,1,39,50,27000
54902,0,0.12,7,1,54,50,150
54903,0,0.01,9,0,58,50,269
54904,0,1.0,5,3,29,50,484
54905,0,0.08,7,18,41,85,1326
54906,0,1.0,9,7,53,50,196
54907,0,0.5,4,14,57,50,155
54908,0,0.18,8,0,45,50,1326
54909,0,0.03,4,13,25,50,2715
54910,0,1.0,5,4,48,50,65
54911,0,0.24,5,5,42,54,4348
54912,0,1.0,4,1,57,50,1962
54913,0,0.05,6,10,41,50,254
54914,0,1.0,10,6,61,50,97
54915,0,0.08,10,7,50,50,3301
54916,0,0.64,11,2,40,51,8455
54917,0,0.08,5,12,29,76,1380
54918,0,0.54,7,1,50,100,252
54919,1,1.0,7,12,37,62,358
54920,0,0.91,5,1,36,72,27000
54921,0,0.61,8,6,34,60,930
54922,0,1.0,5,9,61,50,10
54923,0,0.73,8,1,29,80,3568
54924,0,0.13,12,2,35,73,28
54925,0,0.34,11,11,46,64,286
54926,0,0.16,8,3,61,50,570
54927,0,1.0,6,5,71,50,359
54928,0,0.33,7,15,56,50,1314
54929,0,1.0,7,9,65,50,16
54930,0,0.08,8,7,36,51,340
54931,0,0.08,7,7,54,50,27000
54932,0,0.07,7,8,27,90,170
54933,0,0.07,7,2,41,50,3317
54934,1,1.0,8,4,47,50,295
54935,0,1.0,4,11,56,50,1326
54936,0,0.12,7,8,43,72,5202
54937,0,0.71,6,21,40,51,182
54938,0,0.78,8,3,42,50,688
54939,0,1.0,6,2,61,50,577
54940,0,0.3,5,12,29,80,73
54941,0,0.16,5,6,63,50,269
54942,0,0.05,7,1,26,68,611
54943,0,1.0,9,7,75,50,21
54944,0,0.96,4,2,43,63,343
54945,0,0.03,4,0,32,65,137
54946,0,0.81,7,11,42,62,165
54947,0,1.0,8,2,55,52,1313
54948,0,0.38,4,4,51,50,80
54949,0,0.38,10,13,50,50,30
54950,0,0.48,5,4,33,56,4116
54951,0,1.0,4,11,29,60,3233
54952,0,1.0,5,12,33,57,1871
54953,0,0.33,8,8,61,50,14
54954,0,1.0,5,0,65,50,3963
54955,0,0.02,6,9,43,50,391
54956,0,0.35,5,3,25,85,721
54957,0,1.0,5,1,37,95,1962
54958,0,1.0,6,15,58,50,206
54959,0,0.27,11,7,54,50,105
54960,0,1.0,6,1,50,50,149
54961,0,0.28,10,5,41,50,218
54962,0,0.06,5,0,59,50,32
54963,0,0.53,5,6,58,50,120
54964,0,0.52,5,3,25,90,290
54965,0,1.0,5,10,41,50,208
54966,0,1.0,9,8,28,60,5449
54967,0,1.0,6,5,77,50,29
54968,0,0.33,7,14,49,55,48
54969,0,0.26,7,15,45,50,203
54970,0,0.82,6,7,39,60,388
54971,0,1.0,4,7,42,50,511
54972,0,0.46,5,3,33,50,3420
54973,0,1.0,5,4,46,50,1313
54974,0,0.07,6,1,21,95,1786
54975,0,1.0,5,4,40,50,1313
54976,1,1.0,10,11,26,112,295
54977,0,0.46,9,6,67,50,393
54978,1,0.54,5,12,21,50,152
54979,0,0.0027397260273972,4,0,37,50,1858
54980,0,0.9,6,9,47,50,405
54981,0,0.9,4,19,87,50,568
54982,1,0.53,7,13,25,80,831
54983,0,0.17,7,7,30,57,4427
54984,0,1.0,5,16,78,50,143
54985,0,0.17,9,13,27,76,194
54986,0,0.16,6,15,32,60,242
54987,0,1.0,4,12,48,50,203
54988,0,0.26,8,2,52,50,2117
54989,0,0.12,5,3,63,50,88
54990,0,1.0,7,12,33,60,155
54991,0,0.08,5,11,57,50,79
54992,0,0.22,6,1,58,50,10156
54993,0,1.0,6,6,59,50,280
54994,0,1.0,5,1,56,50,3859
54995,0,1.0,9,12,52,54,93
54996,0,1.0,7,2,47,50,91
54997,0,0.05,7,0,29,54,105
54998,0,0.61,4,4,22,85,428
54999,0,0.13,10,2,61,50,407
55000,0,1.0,5,11,26,68,2885
55001,1,0.75,5,13,20,118,70
55002,0,0.74,6,15,49,50,1296
55003,0,1.0,4,11,57,50,1601
55004,0,0.23,8,0,47,50,661
55005,0,0.12,4,14,27,80,8549
55006,0,0.45,7,2,47,50,5936
55007,0,0.11,4,2,40,50,2019
55008,0,0.97,5,5,49,68,49
55009,0,0.06,4,3,43,84,2517
55010,0,1.0,4,3,37,50,161
55011,0,0.61,7,19,37,76,373
55012,0,0.18,4,17,48,50,488
55013,0,1.0,4,1,66,74,6736
55014,0,0.34,7,10,51,50,1329
55015,0,0.12,4,3,55,100,73
55016,0,0.07,10,2,54,50,94
55017,0,0.29,8,18,51,50,2446
55018,0,0.08,10,16,49,60,6157
55019,0,0.53,7,1,44,76,27000
55020,0,0.08,4,2,53,50,4128
55021,0,1.0,6,13,27,76,568
55022,1,0.98,7,14,50,50,57
55023,0,0.94,4,12,63,50,83
55024,0,0.22,8,8,47,50,111
55025,0,0.45,12,7,37,90,27000
55026,0,0.54,6,11,37,50,17
55027,0,0.2,6,2,60,50,2426
55028,0,1.0,7,9,57,50,9307
55029,0,1.0,4,14,85,50,15
55030,0,0.04,8,0,44,50,388
55031,0,0.69,8,2,28,72,21
55032,0,1.0,6,6,71,65,26
55033,0,0.56,6,10,35,51,3301
55034,0,1.0,7,7,23,76,1313
55035,0,0.08,5,7,43,50,139
55036,0,0.74,7,2,60,50,215
55037,0,0.2,7,12,51,50,103
55038,0,0.43,6,4,20,100,358
55039,0,1.0,8,16,40,50,538
55040,0,0.16,6,10,55,50,1541
55041,0,1.0,6,17,41,50,85
55042,0,0.08,7,14,46,50,269
55043,0,1.0,9,19,49,50,65
55044,1,0.27,5,10,55,50,46
55045,1,0.18,10,0,26,100,4128
55046,0,0.66,6,17,54,50,17
55047,0,1.0,9,16,34,51,37
55048,0,0.28,7,5,44,57,1426
55049,0,0.08,6,1,44,50,591
55050,0,0.08,4,6,48,50,3317
55051,0,1.0,8,11,55,50,25
55052,0,0.53,8,4,31,68,27000
55053,0,1.0,6,7,66,50,97
55054,0,1.0,5,3,57,50,214
55055,0,0.07,11,1,56,50,754
55056,0,1.0,6,7,50,50,45
55057,0,1.0,10,13,51,50,158
55058,0,1.0,6,12,41,50,39
55059,0,1.0,5,9,44,50,65
55060,0,0.21,7,0,29,72,1445
55061,0,0.01,7,13,79,50,102
55062,0,1.0,5,16,55,50,230
55063,0,0.2,11,5,50,50,6465
55064,0,0.04,6,2,61,50,27000
55065,0,0.71,4,1,61,50,177
55066,0,0.88,4,2,42,80,267
55067,0,1.0,7,9,35,50,1457
55068,0,0.83,9,1,34,57,2278
55069,0,0.18,8,10,35,50,1397
55070,0,0.7,5,14,34,76,227
55071,0,1.0,10,1,48,50,7
55072,0,0.28,11,1,49,68,14368
55073,0,0.3,7,5,44,72,5053
55074,0,0.95,6,9,29,60,114
55075,0,1.0,5,15,42,50,142
55076,0,0.15,8,0,19,100,169
55077,0,0.12,5,6,52,50,3963
55078,0,0.1,4,0,72,50,1846
55079,0,0.76,5,15,32,68,56
55080,0,1.0,4,18,58,50,252
55081,0,0.08,6,12,29,68,632
55082,0,1.0,7,20,43,50,33
55083,0,1.0,4,15,43,62,1054
55084,1,0.66,5,2,51,50,1571
55085,0,1.0,4,6,41,51,227
55086,0,1.0,7,18,47,50,50
55087,0,0.18,6,5,42,50,9
55088,0,1.0,7,10,35,50,182
55089,0,0.002739726,5,2,54,50,217
55090,0,0.32,5,6,34,50,2258
55091,0,0.24,7,14,20,100,3541
55092,0,0.69,6,10,37,85,1535
55093,0,1.0,6,10,46,50,64
55094,0,0.71,8,2,50,67,147
55095,1,0.5,6,3,27,72,6736
55096,1,0.98,7,13,52,50,1602
55097,0,0.15,5,7,23,90,2415
55098,0,0.08,8,3,30,68,3657
55099,0,1.0,6,11,60,50,125
55100,1,0.24,6,8,26,50,2051
55101,0,0.61,5,4,38,55,33
55102,0,1.0,7,14,47,50,213
55103,0,0.87,7,5,33,50,41
55104,0,0.08,7,6,50,50,473
55105,0,0.83,6,7,32,50,214
55106,0,0.45,7,3,56,50,8455
55107,0,0.14,4,3,83,50,100
55108,0,1.0,5,3,73,50,2694
55109,0,1.0,9,19,46,68,1313
55110,0,1.0,6,1,79,60,886
55111,0,0.83,8,6,46,50,1442
55112,0,0.5,11,17,50,51,6736
55113,0,1.0,6,5,77,50,91
55114,0,0.96,7,4,50,50,1326
55115,0,0.29,4,5,22,85,181
55116,1,0.75,7,7,43,62,3317
55117,0,0.75,5,0,73,50,112
55118,0,0.58,6,5,41,63,55
55119,0,0.18,7,1,44,57,875
55120,0,0.32,11,1,54,50,23
55121,0,1.0,5,4,31,100,670
55122,0,1.0,6,12,43,50,1313
55123,0,1.0,4,7,60,50,91
55124,0,0.04,5,11,30,54,115
55125,0,0.08,5,1,37,50,59
55126,0,0.45,6,14,38,57,98
55127,0,0.03,7,2,60,85,295
55128,0,0.73,7,2,75,50,1957
55129,1,0.74,4,2,20,100,863
55130,0,1.0,6,7,43,50,766
55131,0,0.2,7,3,57,50,319
55132,0,0.47,5,2,38,68,10156
55133,0,0.34,8,0,51,50,7403
55134,0,0.42,7,3,28,85,271
55135,0,0.57,11,1,32,60,3465
55136,0,0.82,4,7,28,90,476
55137,0,1.0,5,19,59,50,80
55138,0,1.0,8,8,40,60,431
55139,0,0.3,4,3,77,50,1602
55140,0,1.0,7,11,36,57,1381
55141,0,0.04,4,20,20,95,242
55142,0,0.08,4,1,59,81,43
55143,0,1.0,7,16,50,50,182
55144,0,0.63,6,17,20,95,91
55145,0,0.03,6,9,67,64,4128
55146,0,1.0,7,15,29,53,8549
55147,0,0.08,6,8,38,64,1609
55148,0,0.53,7,15,54,50,93
55149,0,0.02,5,0,46,50,458
55150,0,0.12,6,8,30,72,354
55151,0,0.24,9,12,49,95,685
55152,0,0.5,6,8,29,80,55
55153,0,0.36,7,2,24,76,59
55154,1,0.09,5,12,39,50,214
55155,0,0.22,4,17,30,51,12
55156,0,0.08,5,1,47,50,3859
55157,0,0.08,4,3,37,50,155
55158,0,0.08,9,9,28,80,1445
55159,0,0.23,11,10,50,100,4116
55160,0,0.15,7,15,32,54,186
55161,0,0.21,4,8,42,51,2415
55162,0,1.0,6,15,38,50,27000
55163,0,0.22,5,4,31,95,327
55164,0,0.18,4,0,32,80,35
55165,0,0.81,4,7,34,50,76
55166,0,0.33,7,3,76,50,3317
55167,0,1.0,7,14,66,50,145
55168,0,0.2,5,12,52,50,63
55169,0,1.0,4,8,37,50,1976
55170,0,0.05,7,0,77,50,133
55171,0,0.74,6,4,63,50,3301
55172,0,0.91,10,11,47,50,69
55173,1,0.07,6,9,30,80,30
55174,0,0.05,5,0,59,80,257
55175,0,0.15,9,5,49,58,881
55176,0,0.81,4,0,35,50,11
55177,0,0.63,8,1,59,50,645
55178,0,0.03,7,15,61,80,2866
55179,0,0.53,4,3,36,76,1063
55180,0,0.36,5,1,31,95,942
55181,0,0.12,4,1,42,50,252
55182,0,0.16,5,11,47,50,930
55183,0,0.63,6,7,26,112,58
55184,0,0.23,8,11,41,50,3317
55185,0,0.42,4,1,82,51,261
55186,0,0.28,5,6,42,50,313
55187,0,0.72,7,27,46,50,1052
55188,1,0.79,10,3,31,76,27000
55189,0,0.22,7,6,47,80,16
55190,0,0.12,4,2,31,54,565
55191,0,0.23,4,0,38,72,4087
55192,0,0.66,5,5,23,50,3744
55193,0,1.0,4,9,34,68,40
55194,0,1.0,5,10,55,59,1296
55195,0,0.91,6,2,53,50,8
55196,0,0.07,6,6,43,50,162
55197,0,0.19,10,14,41,50,741
55198,0,0.24,7,2,37,50,42
55199,0,0.1,11,0,63,50,593
55200,0,0.39,6,4,55,68,9307
55201,0,0.1,5,0,75,50,15
55202,0,0.07,8,26,44,90,32
55203,0,0.03,6,1,46,50,30
55204,0,1.0,7,7,57,50,3866
55205,0,0.29,7,4,48,50,824
55206,0,0.03,7,2,61,50,4172
55207,0,0.87,6,1,66,50,52
55208,1,1.0,5,3,82,50,23
55209,0,1.0,5,3,74,67,115
55210,0,0.21,6,12,43,50,91
55211,0,1.0,6,5,47,54,2252
55212,0,0.07,12,1,24,76,3274
55213,0,1.0,14,3,57,50,2733
55214,0,0.44,6,1,52,57,254
55215,0,1.0,4,8,39,58,644
55216,0,0.51,4,1,63,57,3430
55217,0,0.43,5,3,25,76,4617
55218,0,0.86,6,14,33,60,3368
55219,0,0.08,6,6,53,50,3866
55220,0,1.0,9,11,78,50,1385
55221,0,0.4,7,11,32,90,983
55222,0,1.0,7,7,32,57,103
55223,0,0.08,7,2,56,50,16284
55224,0,1.0,7,4,52,50,4128
55225,0,1.0,6,14,39,50,57
55226,0,0.3,6,6,26,54,59
55227,0,0.84,6,0,39,50,83
55228,0,1.0,7,11,45,50,23
55229,0,0.95,4,14,58,50,1448
55230,0,0.05,5,2,58,95,3317
55231,0,0.74,8,1,54,50,4404
55232,0,1.0,11,5,44,50,73
55233,0,0.6,12,8,37,63,1323
55234,0,0.75,10,20,53,50,239
55235,0,0.82,6,5,40,72,755
55236,1,1.0,8,4,43,50,153
55237,1,1.0,5,6,46,75,8549
55238,0,0.41,6,9,42,50,563
55239,0,0.03,6,3,36,57,213
55240,0,0.14,11,0,40,50,593
55241,0,0.12,4,0,46,62,4762
55242,0,0.31,4,13,29,51,58
55243,0,0.21,8,8,40,72,36
55244,0,0.72,8,15,32,50,122
55245,1,1.0,5,7,75,50,15
55246,0,1.0,5,8,45,50,33
55247,0,0.12,7,2,73,50,114
55248,0,0.54,10,11,50,50,83
55249,0,0.96,5,14,36,57,1699
55250,0,0.12,4,3,34,54,55
55251,0,0.78,9,1,59,55,9307
55252,0,0.08,10,11,35,50,1398
55254,0,0.77,6,13,53,50,1943
55255,0,0.11,9,20,38,50,3430
55256,0,0.87,9,4,41,50,3541
55257,0,0.1,7,3,35,50,63
55258,0,0.11,6,12,54,50,182
55259,0,0.7,6,15,43,50,824
55260,0,1.0,7,5,70,50,388
55261,0,0.12,5,1,55,50,3317
55262,0,0.07,5,5,49,50,3301
55263,0,1.0,10,2,46,50,214
55264,0,0.26,4,13,37,50,745
55265,0,0.24,10,9,33,55,936
55266,0,1.0,5,3,69,50,44
55267,0,0.08,8,0,34,50,381
55268,0,0.7,8,9,51,50,52
55269,0,0.54,6,9,30,54,36
55270,0,0.05,4,3,27,72,2792
55271,0,0.03,6,11,50,50,203
55272,0,1.0,6,7,73,50,3688
55273,0,0.19,9,15,27,95,1943
55274,0,0.5,7,4,60,50,66
55275,0,0.92,10,1,59,62,3021
55276,0,0.08,4,17,67,62,80
55277,0,0.84,5,0,50,50,828
55278,0,1.0,6,8,51,50,185
55279,0,1.0,4,11,82,50,4253
55280,0,0.24,5,2,49,50,359
55281,0,1.0,4,1,63,50,399
55282,0,0.48,11,11,45,50,435
55283,0,1.0,10,3,47,50,197
55284,0,0.08,7,11,54,64,15725
55285,1,0.51,5,3,31,68,97
55286,0,1.0,7,14,31,72,142
55287,0,0.3,5,8,59,53,1797
55288,0,0.61,7,9,41,58,2740
55289,0,1.0,7,16,50,50,1054
55290,0,0.85,6,4,53,69,39
55291,0,0.44,5,0,30,75,1604
55292,0,0.22,10,13,57,50,45
55293,0,1.0,4,11,46,72,48
55294,0,0.01,7,1,64,95,2658
55295,0,1.0,4,13,43,50,17
55296,0,0.17,5,5,25,95,3490
55297,0,0.08,6,0,34,63,3857
55298,1,0.49,6,0,40,50,50
55299,0,0.45,4,1,41,50,40
55300,0,0.19,7,1,22,90,56
55301,0,0.51,6,11,48,68,67
55302,0,0.08,8,10,48,50,1168
55303,0,0.01,10,18,43,54,959
55304,1,0.65,4,12,33,54,44
55305,0,0.2,7,16,38,95,1974
55306,0,0.18,11,11,25,72,2044
55307,0,0.11,7,14,38,50,227
55308,0,0.17,7,12,64,50,57
55309,0,0.08,11,7,43,50,30
55310,0,0.25,4,2,24,80,237
55311,0,1.0,4,17,44,50,1182
55312,0,0.79,5,9,22,95,213
55313,0,0.62,7,4,39,58,84
55314,0,0.66,7,13,75,61,428
55315,0,1.0,13,17,65,50,9307
55316,0,1.0,7,16,36,50,94
55317,0,0.01,7,0,49,50,824
55318,0,0.08,7,7,31,72,1045
55319,0,1.0,7,7,44,50,14
55320,0,0.37,6,6,46,72,657
55321,0,1.0,4,14,40,50,645
55322,0,1.0,5,16,82,50,4116
55323,0,0.84,5,0,71,50,38
55324,0,0.5,4,1,56,50,4059
55325,0,1.0,5,15,39,50,354
55326,0,0.81,6,4,46,50,62
55327,0,1.0,4,2,24,50,691
55328,0,0.74,5,5,54,50,1784
55329,0,0.16,6,4,40,85,64
55330,0,0.2,5,3,35,72,1313
55331,0,0.5,9,7,41,59,2691
55332,0,0.59,7,1,31,57,245
55333,0,0.79,4,11,19,95,96
55334,0,0.03,4,3,74,50,323
55335,0,1.0,7,16,60,50,1622
55336,0,0.03,10,6,63,50,143
55337,0,1.0,4,6,44,50,94
55338,0,0.78,5,11,68,50,451
55339,0,1.0,7,30,62,50,713
55340,0,0.49,10,20,60,58,71
55341,0,0.61,4,5,31,90,280
55342,0,0.84,7,1,61,50,85
55343,0,0.53,4,10,22,95,102
55344,0,0.82,5,9,40,50,3963
55345,0,0.61,8,1,25,100,2007
55346,0,0.02,6,0,54,54,215
55347,0,1.0,5,7,49,50,1445
55348,0,0.11,4,8,42,50,1846
55349,0,1.0,6,25,52,50,84
55350,0,0.04,8,1,28,50,110
55351,0,0.74,4,4,41,52,720
55352,0,0.23,4,1,32,50,9307
55353,0,0.58,5,3,31,72,1329
55354,0,0.28,5,3,55,50,8549
55355,0,0.08,15,14,40,50,17
55356,0,0.04,8,6,31,90,2710
55357,0,1.0,7,11,37,57,5449
55358,0,0.21,7,7,41,50,1601
55359,0,0.26,4,14,26,95,2681
55360,0,0.24,7,13,44,68,4116
55361,0,0.87,8,1,52,55,15725
55362,0,0.15,5,4,35,50,3866
55363,0,1.0,7,12,54,50,213
55364,0,0.08,4,1,55,50,45
55365,0,0.87,5,2,39,76,2694
55366,0,0.13,6,6,34,51,3339
55367,0,0.11,8,14,28,85,120
55368,0,0.33,6,8,35,60,66
55369,0,0.15,4,7,18,100,298
55370,0,0.25,7,10,31,100,159
55371,0,0.52,4,1,50,50,134
55372,0,1.0,6,11,86,50,399
55373,0,1.0,4,12,75,50,741
55374,0,0.75,7,1,56,50,4408
55375,0,0.53,5,3,53,50,4393
55376,0,0.41,4,15,35,68,745
55377,0,1.0,9,12,43,57,355
55378,0,0.21,8,17,50,70,405
55379,0,1.0,4,13,53,85,39
55380,0,0.74,8,1,35,50,110
55381,0,1.0,5,7,40,50,44
55382,0,0.62,6,1,47,50,508
55383,0,0.46,5,3,53,68,7259
55384,0,0.53,11,1,49,50,42
55385,0,0.97,6,4,61,50,1326
55386,1,0.49,5,0,43,50,856
55387,0,0.25,9,15,43,68,920
55388,0,1.0,4,6,34,50,824
55389,1,1.0,7,4,28,50,283
55390,0,0.08,4,14,32,50,824
55391,0,0.49,7,15,43,50,231
55392,0,0.5,5,14,44,77,2983
55393,0,1.0,4,11,44,50,61
55394,0,0.31,4,1,29,85,1482
55395,0,1.0,7,5,39,50,27
55396,0,0.82,4,2,24,100,301
55397,0,0.04,8,17,26,100,85
55398,0,1.0,7,12,80,50,227
55399,0,0.43,10,16,59,50,831
55400,0,0.32,7,11,31,68,3021
55401,0,0.29,7,3,53,68,82
55402,0,0.12,6,3,63,50,1521
55403,0,0.02,7,1,27,68,6729
55404,0,0.5,6,5,27,54,432
55405,0,1.0,8,6,27,156,856
55406,0,0.63,6,1,58,62,1729
55407,0,0.5,6,2,35,61,272
55408,0,1.0,7,4,89,50,153
55409,0,0.03,10,18,32,51,325
55410,1,0.0054644808743169,6,0,75,50,137
55411,0,0.02,6,5,74,50,332
55412,0,0.12,4,0,58,50,1482
55413,0,0.18,5,3,38,66,91
55414,0,0.31,6,10,43,50,511
55415,0,0.19,9,20,22,90,369
55416,0,0.16,6,9,26,57,875
55417,0,1.0,10,19,33,50,355
55418,0,1.0,6,1,58,50,229
55419,2,0.86,4,1,55,106,250
55420,0,0.87,12,1,42,50,10155
55421,0,1.0,4,14,72,50,146
55422,0,0.91,8,23,63,50,10156
55423,0,0.49,5,16,66,50,824
55424,0,1.0,9,6,45,50,1329
55425,0,0.33,7,15,33,60,86
55426,0,0.3,5,12,33,95,2498
55427,0,1.0,6,6,48,50,747
55428,0,0.16,7,8,35,50,229
55429,0,0.36,7,2,55,60,4348
55430,0,0.07,5,3,36,62,1408
55431,0,0.08,6,13,29,57,2317
55432,0,0.87,8,2,51,50,1807
55433,0,0.75,14,7,66,50,21
55434,0,1.0,6,7,51,50,60
55435,0,0.96,7,1,39,50,76
55436,0,0.38,11,18,21,95,747
55437,0,0.13,5,0,51,50,33
55438,0,0.24,7,11,68,50,41
55439,0,0.58,8,6,46,61,251
55440,1,0.46,7,4,53,50,644
55441,0,0.5,6,14,44,50,298
55442,0,0.08,6,1,26,68,3301
55443,0,0.24,6,3,41,50,105
55444,0,1.0,6,6,46,50,247
55445,0,0.73,6,12,39,50,754
55446,0,0.84,5,14,76,50,2132
55447,0,0.53,6,3,49,68,644
55448,0,1.0,5,4,77,50,1055
55449,0,0.33,6,3,57,50,182
55450,0,0.04,10,2,31,51,132
55451,0,0.3,4,12,33,72,103
55452,1,0.89,10,1,45,50,3834
55453,0,0.08,10,1,31,54,34
55454,0,0.78,4,11,33,57,23
55455,0,0.69,6,12,42,50,17
55456,0,0.08,7,14,33,80,3341
55457,0,1.0,5,7,53,50,581
55458,0,1.0,12,6,62,50,8549
55459,0,0.74,7,2,48,50,49
55460,0,1.0,5,10,54,50,37
55461,0,1.0,9,11,50,81,81
55462,1,0.22,10,8,39,50,4
55463,0,1.0,6,10,38,50,60
55464,0,1.0,5,10,65,50,582
55465,0,0.86,4,4,50,50,1001
55466,0,0.22,5,15,36,76,10156
55467,0,0.05,10,1,48,50,3060
55468,0,0.03,7,10,35,50,64
55469,0,0.16,5,4,27,72,32
55470,1,1.0,6,4,31,57,1313
55471,0,0.86,5,0,57,50,369
55472,0,0.7,8,17,73,50,15
55473,0,0.28,10,2,31,51,91
55474,0,0.07,5,2,38,57,97
55475,0,0.87,4,5,28,68,533
55476,0,0.81,7,5,53,58,94
55477,0,0.49,5,8,46,50,1326
55478,0,0.05,8,0,55,50,66
55479,0,0.74,4,2,30,76,132
55480,1,0.0081967213114754,10,0,37,50,567
55481,0,1.0,7,6,30,60,721
55482,0,1.0,6,8,46,51,3963
55483,0,0.08,10,5,44,50,13
55484,0,0.07,4,15,31,125,4059
55485,0,0.64,6,2,38,50,2663
55486,0,1.0,7,16,55,50,681
55487,0,1.0,6,9,35,60,177
55488,0,0.03,5,5,69,76,64
55489,0,0.38,5,8,69,55,71
55490,0,0.11,4,1,33,72,433
55491,0,1.0,6,2,66,50,3317
55492,0,1.0,5,10,54,50,19
55493,0,1.0,7,11,31,55,16
55494,0,0.24,4,15,36,95,63
55495,0,0.06,4,1,68,50,13
55496,0,1.0,7,10,56,50,57
55497,0,0.04,7,17,52,100,27000
55498,1,0.29,6,9,61,50,1313
55499,0,0.08,6,5,40,74,3317
55500,0,0.12,6,14,36,57,776
55501,0,0.08,11,26,44,72,3457
55502,0,1.0,7,13,53,50,9
55503,0,0.54,7,11,22,80,359
55504,0,0.5,6,6,34,51,987
55505,0,0.94,10,9,45,80,3963
55506,0,0.41,14,7,30,73,127
55507,0,0.5,4,10,77,50,473
55508,0,1.0,4,18,30,63,1313
55509,0,1.0,4,10,27,64,1408
55510,0,0.12,5,3,28,64,5877
55511,0,1.0,5,4,51,50,3866
55512,0,0.26,4,0,58,50,3708
55513,0,0.08,7,14,52,64,91
55514,0,0.42,6,8,24,95,75
55515,0,0.08,4,8,46,50,1895
55516,0,0.08,6,8,38,64,1609
55517,0,0.61,4,1,45,57,2859
55518,0,0.08,8,1,49,50,4253
55519,0,0.48,5,9,65,50,1314
55520,0,0.56,10,18,30,60,229
55521,0,1.0,5,9,49,50,4762
55522,0,0.41,6,0,53,50,9
55523,0,0.08,6,10,53,50,545
55524,0,0.16,6,15,26,80,126
55525,0,0.08,5,9,42,72,4456
55526,0,0.83,7,8,40,50,286
55527,0,0.78,6,3,49,50,237
55528,0,0.93,7,12,50,58,1704
55529,0,0.08,4,7,54,68,1448
55530,0,0.99,6,1,65,50,3744
55531,0,0.28,8,8,40,54,3055
55532,0,0.68,7,0,37,50,120
55533,0,0.01,7,2,65,64,11
55534,0,1.0,6,12,67,50,20
55535,1,0.67,6,5,22,50,165
55536,0,0.18,5,2,73,50,4456
55537,0,0.23,4,2,33,51,288
55538,0,0.54,6,4,38,80,177
55539,0,0.28,6,6,53,50,104
55540,0,0.55,7,14,28,90,451
55541,0,1.0,5,5,70,50,614
55542,0,0.8,7,3,40,60,4348
55543,0,0.52,4,17,48,50,1977
55544,0,0.69,4,6,35,64,52
55545,0,0.38,7,0,73,50,18
55546,0,0.43,7,9,42,54,4128
55547,0,0.00273224,15,3,37,50,4423
55548,1,1.0,7,4,41,55,25
55549,0,1.0,5,15,68,62,61
55550,0,0.53,5,10,50,50,3963
55551,0,0.36,8,9,54,50,132
55552,0,0.0054794520547945,6,9,22,90,1326
55553,0,0.49,4,10,51,75,4128
55554,0,1.0,8,4,42,50,30
55555,0,1.0,7,9,45,58,1326
55556,0,0.24,7,4,40,50,64
55557,0,0.49,5,2,69,50,33
55558,1,0.29,6,2,56,92,193
55559,0,1.0,7,12,40,50,13
55560,0,0.06,5,5,43,60,40
55561,0,0.52,5,7,21,95,645
55562,0,0.08,7,1,35,50,570
55563,0,1.0,7,15,41,50,5449
55564,0,0.5,5,6,53,50,529
55565,0,0.74,4,2,33,53,4220
55566,0,0.83,8,17,56,50,295
55567,0,0.07,7,11,45,50,9484
55568,0,0.03,10,1,46,50,57
55569,1,0.28,11,3,79,78,3317
55570,0,1.0,5,7,54,52,175
55571,0,0.32,7,15,43,50,13
55572,0,0.2,10,10,65,50,356
55573,0,1.0,4,10,41,50,745
