,BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
61283,64,0.0082191780821917,10,0,61,7,0,222
61284,85,0.12,1,1,47,4,1,92
61285,50,0.54,0,0,50,5,1,9307
61286,50,1.0,8,1,51,8,1,653
61287,90,0.17,8,0,27,10,1,26
61288,50,0.06,0,1,56,4,0,204
61289,50,0.28,0,0,47,9,1,399
61290,50,1.0,15,0,47,5,0,27
61291,76,0.08,10,0,41,10,0,1109
61292,50,0.33,10,0,51,7,0,3434
61293,50,0.71,3,1,57,7,1,354
61294,53,0.92,1,1,39,7,0,9307
61295,50,0.008219178,1,1,54,5,0,1807
61296,50,0.97,7,0,53,10,0,93
61297,50,0.08,9,0,33,6,0,29
61298,50,0.87,12,0,36,6,0,187
61299,57,0.59,17,0,29,4,1,193
61300,50,0.03,1,1,50,7,0,3673
61301,50,0.74,13,0,42,10,0,39
61302,50,0.28,4,1,65,9,1,393
61303,57,0.08,10,0,39,7,1,4059
61304,50,1.0,1,0,71,5,1,59
61305,76,0.3,5,0,24,7,0,633
61306,80,0.67,1,1,28,4,1,6864
61307,50,1.0,4,0,54,9,1,8880
61308,50,1.0,10,0,64,4,1,461
61309,50,1.0,1,0,59,5,1,15703
61310,50,0.08,13,0,49,10,0,483
61311,54,0.13,15,0,36,7,0,54
61312,51,1.0,12,1,37,10,0,392
61313,50,1.0,1,0,73,6,0,677
61314,50,0.97,7,0,52,4,1,91
61315,50,0.06,4,0,37,9,0,4579
61316,50,1.0,9,0,56,6,1,219
61317,50,0.46,1,1,57,6,1,4656
61318,57,0.48,2,0,33,9,0,103
61319,50,0.95,2,0,77,6,0,473
61320,50,0.64,7,0,55,9,1,23
61321,100,0.67,14,0,28,6,0,741
61322,60,0.04,0,1,41,8,1,4617
61323,80,0.62,15,0,29,5,0,2526
61324,50,1.0,8,0,42,6,0,85
61325,50,0.08,17,1,39,10,1,4059
61326,88,0.13,12,0,59,4,1,3657
61327,100,0.07,9,0,49,6,0,5449
61328,50,0.47,1,1,44,7,0,1370
61329,50,0.54,1,1,44,10,0,426
61330,50,0.47,10,0,52,9,1,9307
61331,50,0.36,3,1,56,6,0,75
61332,50,0.09,15,0,52,8,0,415
61333,62,1.0,4,0,71,6,0,1386
61334,51,1.0,5,0,30,7,0,467
61335,50,0.32,9,0,43,7,0,203
61336,50,0.44,0,0,79,6,1,149
61337,64,0.07,5,0,51,7,1,27000
61338,50,0.87,2,1,60,10,1,3301
61339,85,0.36,1,1,65,7,1,44
61340,50,1.0,20,0,67,4,1,270
61341,57,0.87,1,1,31,4,1,33
61342,68,0.01,0,0,68,6,1,37
61343,50,0.45,5,1,65,5,1,437
61344,50,0.12,1,1,49,11,0,135
61345,50,0.0082191780821917,0,1,58,9,1,246
61346,50,1.0,12,0,46,6,0,283
61347,90,0.16,8,0,31,9,1,280
61348,69,0.61,12,0,43,5,0,11
61349,50,1.0,4,0,66,7,0,31
61350,54,1.0,8,0,28,7,0,10
61351,50,0.19,0,0,54,6,0,1064
61352,55,0.75,9,0,40,4,1,1210
61353,68,1.0,9,0,61,10,0,710
61354,95,0.63,15,0,39,4,0,13
61355,50,0.44,11,0,75,5,1,23
61356,50,0.06,0,1,48,4,0,194
61357,50,0.92,1,1,48,8,0,13
61358,60,0.41,9,1,36,6,1,23
61359,51,0.08,4,0,33,9,0,1962
61360,50,0.04,1,0,74,4,0,3688
61361,50,1.0,2,0,55,6,0,380
61362,50,0.15,16,0,37,5,1,851
61363,50,0.64,0,0,59,7,0,1326
61364,50,0.54,1,1,34,15,1,288
61365,95,0.93,3,0,26,5,0,3744
61366,68,0.72,1,1,34,5,1,721
61367,54,0.79,9,0,37,5,1,7259
61368,54,0.08,5,0,29,5,0,144
61369,50,1.0,11,0,76,4,1,43
61370,85,0.5,3,0,27,6,0,99
61371,50,0.21,6,1,42,4,1,1287
61372,51,0.46,0,0,33,7,0,677
61373,80,0.78,10,0,23,5,1,3200
61374,58,0.94,1,0,46,6,0,411
61375,50,0.04,9,0,43,7,1,483
61376,76,0.3,3,0,21,7,1,230
61377,64,1.0,5,0,41,7,1,1182
61378,56,1.0,4,0,31,6,1,17140
61379,90,0.14,5,0,64,4,1,620
61380,50,1.0,1,0,63,7,0,711
61381,50,0.27,14,0,46,4,0,399
61382,51,1.0,4,0,68,4,1,71
61383,50,0.8,2,1,56,4,0,2365
61384,50,0.47,0,1,38,5,1,27000
61385,50,0.28,15,0,40,7,1,36
61386,80,0.00273224,1,0,25,6,0,21
61387,50,1.0,9,0,50,6,0,2575
61388,50,0.64,13,0,65,7,1,252
61389,50,0.69,1,1,40,4,1,176
61390,64,0.15,1,0,30,6,1,178
61391,95,0.37,3,1,26,9,1,517
61392,50,0.5,20,0,40,6,1,15
61393,50,0.16,12,0,58,6,1,120
61394,76,1.0,16,0,37,5,0,1535
61395,67,0.04,9,0,38,5,0,263
61396,50,1.0,9,0,64,7,1,2733
61397,50,0.94,21,0,62,10,0,172
61398,100,0.25,8,0,22,6,0,29
61399,60,1.0,12,0,58,7,0,300
61400,50,1.0,1,0,46,6,0,473
61401,50,1.0,3,0,68,7,0,229
61402,90,0.78,7,0,25,6,0,1227
61403,68,0.5,2,0,58,8,0,4059
61404,90,0.03,9,0,22,5,0,40
61405,80,0.26,18,0,38,6,1,65
61406,53,0.17,9,0,50,6,1,30
61407,54,0.02,12,0,66,4,1,91
61408,50,0.31,0,1,52,4,1,388
61409,100,0.21,13,0,27,7,1,8549
61410,80,0.47,2,0,26,11,1,388
61411,50,0.06,6,0,61,6,0,874
61412,50,0.05,0,1,53,4,1,14368
61413,50,0.8,21,0,53,8,0,9
61414,62,0.79,12,0,53,6,1,282
61415,50,1.0,11,0,62,4,1,1064
61416,50,1.0,12,0,50,7,1,280
61417,50,0.5,15,0,47,6,0,1326
61418,64,0.37,2,1,51,4,0,50
61419,50,0.83,1,0,50,9,0,670
61421,54,0.24,1,0,37,7,0,41
61422,50,0.74,1,1,34,7,0,8549
61423,50,1.0,2,0,65,4,1,1229
61424,50,0.19,11,0,65,5,0,227
61425,50,0.73,14,0,58,5,1,13
61426,95,0.28,5,1,27,5,1,4408
61427,95,0.04,2,1,28,6,0,4685
61428,50,1.0,10,0,49,8,1,201
61429,50,1.0,2,0,39,8,0,85
61430,80,0.76,2,0,26,4,0,14
61431,76,0.52,3,0,24,5,0,132
61432,50,0.08,1,1,52,6,1,323
61433,100,0.64,5,0,46,5,1,4128
61434,60,0.66,7,0,28,10,1,857
61435,50,1.0,0,0,68,5,1,473
61436,50,0.84,48,0,60,4,1,224
61437,50,1.0,9,0,60,6,0,678
61438,50,0.63,7,1,44,11,1,209
61439,50,1.0,14,0,66,5,1,165
61440,65,0.54,12,0,40,5,0,67
61441,80,0.61,10,0,29,6,0,312
61442,100,0.26,16,0,22,5,0,208
61443,50,0.23,0,1,57,10,1,755
61444,50,1.0,5,0,51,6,0,298
61445,51,0.04,0,1,42,12,0,6485
61446,85,0.87,7,0,35,5,0,287
61447,50,0.67,1,0,64,4,1,31
61448,50,1.0,16,0,37,9,0,104
61449,76,0.08,7,0,28,9,1,1403
61450,50,0.52,20,0,71,6,1,76
61451,50,1.0,8,0,33,5,1,219
61452,64,0.08,5,0,39,7,0,4059
61453,50,0.87,3,1,62,7,0,169
61454,95,0.41,7,0,22,4,1,112
61455,50,0.22,10,0,42,8,0,27
61456,50,1.0,15,0,51,9,1,43
61457,64,0.77,0,1,30,7,0,1978
61458,60,1.0,16,0,35,6,0,151
61459,50,1.0,5,0,63,6,0,44
61460,50,0.2,1,0,53,5,0,575
61461,112,0.84,8,0,33,6,1,2740
61462,57,0.86,5,0,35,5,0,1131
61463,50,1.0,7,0,60,5,1,741
61464,60,0.7,3,1,49,12,0,13
61465,50,0.08,9,0,52,4,1,12
61466,80,0.01,3,1,55,7,0,3628
61467,85,0.86,16,0,28,4,1,36
61468,50,0.44,16,0,36,8,0,983
61469,50,0.39,2,0,52,8,0,33
61470,50,0.24,3,1,53,11,0,46
61471,50,0.45,3,1,45,7,0,93
61472,50,0.12,17,0,79,4,1,190
61473,50,0.03,15,0,52,5,1,483
61474,100,0.11,10,1,35,8,1,2575
61475,50,0.45,1,1,46,10,1,289
61476,60,0.47,1,1,47,8,1,1867
61477,95,0.34,7,0,21,6,0,1054
61478,60,0.68,1,0,27,6,0,182
61479,62,0.5,0,1,37,6,1,316
61480,52,1.0,5,0,56,5,1,7
61481,50,0.25,0,1,42,7,0,53
61482,72,0.93,4,0,25,6,0,10
61483,54,0.57,0,0,36,6,0,1027
61484,50,1.0,12,0,47,6,0,84
61485,68,0.98,8,0,32,10,1,283
61486,50,1.0,2,0,42,5,0,1466
61487,76,0.08,3,0,36,7,1,424
61488,50,0.73,1,1,50,4,1,269
61489,72,0.12,1,1,36,8,0,101
61490,50,1.0,10,0,44,11,0,393
61491,50,0.38,0,1,49,6,0,2446
61492,50,1.0,15,0,39,4,1,451
61493,50,1.0,14,0,52,4,1,204
61494,60,0.61,3,1,56,6,1,61
61495,50,1.0,1,0,34,4,1,306
61496,72,0.92,9,0,34,4,1,3317
61497,55,0.42,11,1,35,9,1,95
61498,50,0.12,1,1,43,7,1,6617
61499,50,1.0,11,0,56,7,0,1064
61500,100,0.63,14,0,24,7,1,388
61501,50,0.0081967213114754,11,0,50,8,0,115
61502,51,0.2,14,0,29,6,0,1601
61503,60,0.1,12,0,54,6,0,570
61504,50,0.82,0,1,47,11,0,247
61505,90,0.1,2,1,26,5,1,216
61506,66,0.73,14,0,29,11,1,29
61507,50,1.0,9,0,51,9,1,298
61508,60,1.0,2,0,29,5,0,194
61509,112,0.0081967213114754,5,0,22,8,0,101
61510,76,0.32,6,0,27,6,0,151
61511,50,0.46,5,1,54,7,0,267
61512,57,0.25,13,0,35,6,1,3465
61513,50,0.03,5,0,73,4,1,16
61514,80,0.75,9,0,41,5,1,182
61515,85,0.13,6,1,25,8,1,2733
61516,50,0.41,9,0,45,6,0,3744
61517,50,0.44,0,1,39,7,0,4
61518,90,0.34,0,1,28,5,1,9307
61519,50,0.21,1,1,55,4,1,545
61520,57,1.0,10,0,31,4,0,831
61521,50,0.03,0,1,69,4,1,3214
61523,50,1.0,10,0,36,6,1,366
61524,50,0.49,6,0,79,4,1,4348
61525,50,0.83,1,0,53,5,1,2648
61526,50,0.09,11,0,39,8,1,99
61527,50,0.03,2,1,76,6,1,962
61528,50,0.16,1,0,42,7,0,25
61529,50,0.46,3,0,33,5,0,46
61530,50,0.57,3,1,51,9,1,796
61531,64,0.8,18,0,34,5,0,39
61532,50,0.52,14,0,22,5,0,139
61533,50,1.0,21,0,82,5,1,25
61534,50,1.0,1,0,73,5,0,112
61535,95,0.46,10,0,27,4,0,48
61536,50,0.24,6,0,57,6,1,6736
61537,50,0.45,2,1,47,4,1,4128
61538,50,0.0027322404371584,0,0,56,4,0,793
61539,50,0.33,1,1,53,4,0,1662
61540,50,1.0,12,0,48,7,1,4128
61541,68,0.62,14,0,40,6,0,614
61542,50,0.65,1,1,65,4,0,4128
61543,57,0.5,15,0,42,8,1,38
61544,50,1.0,10,0,46,5,1,21
61545,50,1.0,13,0,57,4,1,73
61546,50,1.0,9,0,53,5,0,170
61547,57,0.08,3,0,50,7,0,135
61548,82,0.19,8,0,30,6,0,534
61549,54,0.25,2,1,33,4,0,4128
61550,50,1.0,13,0,45,6,1,88
61551,50,0.61,1,0,63,5,0,32
61552,50,0.96,13,0,47,4,1,6511
61553,50,0.07,0,1,38,4,1,59
61554,50,1.0,6,0,58,4,1,3866
61555,72,0.08,4,0,28,6,0,483
61556,50,1.0,14,0,29,4,0,109
61557,50,0.03,1,0,48,5,0,2054
61558,50,1.0,13,0,43,5,1,212
61559,57,0.92,10,0,29,4,1,9307
61560,50,0.13,16,0,61,8,0,51
61561,50,1.0,2,0,55,6,0,161
61562,50,0.12,14,0,42,4,1,295
61563,50,0.79,6,0,51,6,1,182
61564,50,0.37,1,1,42,5,0,3214
61565,50,0.07,14,0,39,6,0,363
61566,95,0.21,4,1,37,7,0,9082
61567,50,1.0,6,0,44,8,1,3386
61568,62,0.33,9,0,53,6,1,10
61569,64,0.37,8,0,40,5,0,66
61570,72,0.49,15,0,32,4,1,93
61571,50,0.06,2,0,51,7,0,30
61572,90,0.16,5,0,52,5,0,1313
61573,50,0.02,5,0,65,7,1,136
61574,60,0.4,11,0,31,8,1,595
61575,50,0.56,18,0,38,7,0,27000
61576,50,0.25,1,0,39,7,0,182
61577,85,0.49,8,0,29,7,1,262
61578,50,1.0,13,0,35,4,1,106
61579,50,1.0,3,0,49,15,1,578
61580,50,1.0,6,0,75,6,1,12
61581,101,1.0,7,0,45,6,1,394
61582,59,0.53,5,0,35,7,0,1054
61583,50,1.0,2,0,51,6,0,32
61584,50,0.08,17,0,32,7,1,1687
61585,52,1.0,6,0,57,4,1,1284
61586,64,0.49,9,0,41,10,1,4116
61587,50,0.68,4,1,45,7,1,1516
61588,80,1.0,6,0,25,6,0,175
61589,50,0.91,19,0,70,7,1,333
61590,68,0.05,0,0,33,11,0,2105
61591,50,1.0,13,0,66,5,0,97
61592,54,0.04,2,1,37,7,0,1341
61593,95,0.3,5,1,26,9,1,412
61594,50,0.81,5,0,51,6,0,269
61595,50,0.12,4,1,51,11,0,721
61596,50,1.0,1,1,54,6,0,26
61597,112,0.41,12,0,22,4,1,1313
61598,118,0.19,15,0,24,7,1,272
61599,66,0.04,0,1,67,7,1,5433
61600,50,1.0,3,0,61,7,0,50
61601,90,0.86,2,1,36,4,1,17140
61602,85,0.49,7,0,36,7,1,1326
61603,71,0.21,3,1,32,8,1,270
61604,50,0.76,2,0,56,6,0,295
61605,57,1.0,14,0,40,11,1,3744
61606,100,0.008219178,7,0,34,6,1,259
61607,50,0.66,2,0,50,5,0,41
61608,76,0.15,3,0,53,5,1,4762
61609,50,0.01,3,0,33,4,1,3317
61610,69,1.0,2,0,67,8,1,1313
61611,50,0.67,6,0,49,7,0,755
61612,72,0.002739726,3,1,28,7,1,3490
61613,50,0.87,5,0,66,10,1,9307
61614,100,0.03,8,0,35,5,0,796
61615,100,0.76,11,0,56,7,1,45
61616,66,0.49,12,0,46,7,1,3465
61617,50,1.0,4,0,62,6,0,182
61618,85,0.73,16,0,29,6,1,55
61619,50,0.84,9,0,38,7,0,1381
61620,50,0.42,8,0,40,5,1,1182
61621,50,0.01,11,0,45,8,0,15
61622,62,0.19,3,0,51,4,1,194
61623,50,0.6,16,0,50,4,1,634
61624,50,0.88,1,1,52,12,0,75
61625,50,0.09,4,0,61,7,1,170
61626,64,0.0027322404371584,2,0,32,6,0,55
61627,72,0.54,2,1,46,7,1,200
61628,50,0.28,10,0,55,4,0,39
61629,85,0.37,10,0,24,6,0,789
61630,50,0.7,15,0,52,7,1,586
61631,68,1.0,2,0,25,5,0,165
61632,50,1.0,5,0,58,5,1,949
61633,50,0.54,1,1,48,5,1,458
61634,50,0.3,0,0,48,4,0,754
61635,50,0.46,12,0,54,5,0,355
61636,67,0.8,1,0,32,9,1,495
61637,80,0.33,6,0,31,6,1,247
61638,50,0.12,0,0,54,8,0,23
61639,64,0.25,12,0,39,4,1,51
61640,64,0.08,7,0,29,6,0,110
61641,50,0.28,20,0,68,4,1,13
61642,50,1.0,13,0,58,9,1,3541
61643,50,1.0,9,0,39,4,1,1101
61644,50,1.0,1,0,54,9,1,6617
61645,50,0.6,2,1,43,10,1,6257
61646,50,1.0,15,0,79,7,1,15
61647,80,0.27,6,0,27,5,1,1521
61648,50,0.42,4,1,49,7,1,681
61649,80,0.02,14,0,38,10,0,73
61650,66,0.2,1,1,34,4,0,149
61651,50,0.5,1,1,80,7,0,543
61652,85,0.26,7,0,29,6,0,8549
61653,50,0.9,4,1,49,4,1,4685
61654,100,0.92,5,1,18,4,1,114
61655,64,0.91,6,0,29,6,1,64
61656,50,1.0,10,0,45,7,0,203
61657,50,1.0,11,0,47,6,1,614
61658,50,0.45,7,0,40,7,0,800
61659,72,0.08,9,0,27,6,0,1368
61660,64,0.78,1,1,32,7,0,42
61661,57,0.75,13,0,43,7,1,146
61662,68,0.83,21,0,64,4,1,11
61663,50,0.42,4,1,57,4,1,3541
61664,50,0.75,2,1,50,4,0,445
61665,90,0.8,2,1,27,4,0,2648
61666,100,0.22,5,0,23,7,0,136
61667,50,0.07,18,0,51,5,0,258
61668,76,0.23,18,0,40,6,0,1579
61669,51,1.0,9,0,32,6,0,30
61670,52,0.01,2,1,58,8,0,610
61671,50,1.0,6,0,57,4,1,657
61672,50,1.0,4,0,58,6,0,557
61673,50,0.7,1,1,45,4,0,726
61674,50,0.12,1,1,43,7,1,394
61675,51,0.07,5,1,31,7,1,13
61676,50,1.0,9,0,48,7,0,9
61677,69,0.01,16,0,33,4,1,395
61678,50,0.71,4,1,46,4,1,9082
61679,50,1.0,6,0,40,9,1,405
61680,50,0.01,5,0,51,7,0,405
61681,60,1.0,14,0,26,4,1,30
61682,50,0.95,15,0,37,4,1,108
61683,72,0.56,5,0,28,6,0,130
61684,68,0.05,13,0,32,6,1,1253
61685,85,0.49,16,0,48,7,1,1313
61686,64,0.84,2,0,33,7,0,821
61687,50,0.25,15,0,45,4,0,1442
61688,50,0.2,5,1,65,9,1,704
61689,50,0.29,2,1,52,8,1,192
61690,57,0.54,5,0,33,5,1,6157
61691,50,0.11,0,1,38,4,0,243
61692,50,0.16,9,0,61,6,1,232
61693,50,0.49,12,0,51,7,0,1753
61694,54,0.5,9,0,39,4,1,14
61695,50,0.78,2,1,63,7,0,27
61696,50,1.0,9,1,65,7,1,451
61697,50,1.0,6,0,44,7,1,8
61698,72,0.56,8,0,39,7,0,1326
61699,50,0.22,19,0,63,6,1,182
61700,85,0.49,19,0,27,4,1,358
61701,50,1.0,12,0,69,4,1,79
61702,50,0.91,6,0,50,7,1,511
61703,50,0.08,1,0,46,7,0,3317
61704,63,0.18,0,0,59,5,1,101
61705,50,0.34,6,0,66,6,0,28
61706,132,0.01,10,0,25,8,1,886
61707,80,0.04,4,1,29,6,0,9307
61708,68,0.91,3,0,35,4,0,2575
61709,100,0.33,6,1,27,9,1,165
61710,50,1.0,14,0,37,6,1,111
61711,50,0.88,1,1,41,8,0,394
61712,50,0.3,0,0,46,5,0,478
61713,95,0.12,15,0,30,7,0,50
61714,50,0.59,3,0,47,6,0,1594
61715,50,0.26,15,0,51,4,1,24
61716,50,0.07,9,0,57,5,0,983
61717,50,1.0,6,0,33,4,1,1526
61718,57,1.0,5,0,28,10,1,57
61719,50,0.09,1,1,36,7,0,3274
61720,55,1.0,15,0,50,10,1,568
61721,50,1.0,6,0,45,10,0,22
61722,51,0.46,1,1,36,6,0,20
61723,50,1.0,11,0,37,6,0,8880
61724,60,0.03,13,0,30,6,1,62
61725,50,0.12,6,0,42,6,0,383
61726,50,0.23,1,0,44,5,0,1059
61727,50,0.36,8,0,59,9,0,3317
61728,91,0.41,0,1,39,9,1,27000
61729,50,0.5,13,0,36,4,1,715
61730,50,1.0,19,0,48,6,1,1127
61731,50,0.74,3,1,56,5,1,59
61732,50,1.0,6,0,57,9,0,295
61733,50,1.0,9,0,48,10,0,78
61734,50,0.52,13,0,39,10,1,1284
61735,95,0.08,17,0,18,4,1,824
61736,50,0.2,2,1,51,10,1,185
61737,54,0.35,2,0,29,5,0,22669
61738,76,1.0,16,0,36,7,0,18
61739,60,1.0,4,0,26,5,0,447
61740,57,0.08,1,0,36,5,0,4059
61741,50,1.0,11,0,70,7,0,86
61742,50,1.0,15,0,76,4,1,27
61743,50,1.0,19,0,55,9,1,1054
61744,50,0.18,0,0,44,4,0,178
61745,72,0.01,6,1,40,10,0,5
61746,50,1.0,4,0,35,5,0,48
61747,85,1.0,1,0,22,5,0,97
61748,50,0.5,7,0,64,9,1,3317
61749,62,0.57,1,1,36,4,0,942
61750,50,1.0,13,0,62,7,1,295
61751,50,1.0,12,0,37,4,1,12
61752,85,0.1,5,0,33,7,1,192
61753,50,0.2,3,0,41,4,1,433
61754,90,0.86,6,0,21,6,0,279
61755,50,0.08,17,0,53,7,0,105
61756,55,1.0,3,0,53,5,0,83
61757,50,0.71,5,0,66,5,0,7
61758,50,0.49,4,0,70,9,0,11
61759,51,0.49,1,0,41,8,0,50
61760,57,1.0,7,0,61,5,1,1328
61761,57,0.88,19,0,31,7,1,57
61762,50,0.52,0,0,38,6,0,28
61763,50,1.0,5,0,65,5,1,1284
61764,50,0.87,0,1,42,5,1,325
61765,72,0.24,9,0,32,8,0,3963
61766,50,1.0,18,0,54,4,1,111
61767,50,0.19,1,1,47,7,0,8023
61768,50,1.0,16,0,46,6,1,23
61769,50,1.0,13,0,59,11,0,58
61770,50,0.35,2,1,44,12,0,27000
61771,50,1.0,4,0,34,5,0,171
61772,68,0.24,15,0,29,7,1,200
61773,50,0.67,7,0,54,5,0,38
61774,68,0.48,0,0,51,9,0,146
61775,80,0.28,0,1,27,7,0,382
61776,76,0.5,4,0,36,4,1,3317
61777,50,1.0,4,0,55,7,0,14
61778,68,1.0,2,0,28,4,1,52
61779,68,1.0,8,0,70,7,1,3688
61780,72,0.91,3,0,35,10,0,11
61781,60,0.49,0,0,46,10,0,3317
61782,50,0.39,2,1,53,8,0,4348
61783,90,1.0,1,0,40,6,0,303
61784,85,0.07,5,0,31,8,0,1225
61785,50,0.08,1,0,42,13,1,4348
61786,50,0.91,2,0,72,4,0,563
61787,85,0.08,11,0,53,6,1,483
61788,50,0.58,9,0,42,7,0,113
61789,50,0.28,3,1,54,7,0,45
61790,56,0.15,1,1,31,7,0,384
61791,67,1.0,7,0,37,7,1,26
61792,95,0.24,15,0,27,12,1,47
61793,95,0.12,1,1,27,5,1,6313
61794,50,0.03,2,1,71,10,1,117
61795,76,0.08,11,0,29,5,0,55
61796,95,0.27,4,0,55,6,0,269
61797,50,1.0,9,1,46,6,1,320
61798,50,0.12,1,1,49,4,1,9307
61799,50,0.37,0,0,49,9,1,5449
61800,50,0.74,2,0,53,7,1,73
61801,80,0.09,1,1,29,4,1,6485
61802,68,0.15,31,0,41,8,0,9307
61803,50,0.24,0,0,57,5,0,434
61804,50,1.0,15,0,72,4,1,124
61805,50,1.0,6,0,74,6,1,831
61806,50,0.15,12,0,41,7,0,359
61807,63,0.7,3,1,43,4,1,5053
61808,50,1.0,2,0,58,6,1,426
61809,50,0.23,2,1,69,5,1,110
61810,60,0.08,3,0,58,5,0,10155
61811,85,1.0,1,0,28,5,1,458
61812,64,0.49,9,0,28,6,0,4116
61813,50,0.67,0,1,51,6,0,884
61814,90,0.75,5,0,26,5,1,46
61815,68,1.0,21,0,48,8,0,1313
61816,50,0.04,9,0,52,6,0,22
61817,106,0.21,6,1,44,7,1,547
61818,125,0.26,2,0,25,4,0,399
61819,54,1.0,13,0,38,7,1,57
61820,72,0.01,5,0,31,5,0,226
61821,100,0.22,12,0,19,4,1,14
61822,50,0.04,2,1,65,7,0,1501
61823,50,0.49,16,0,60,7,0,62
61824,72,0.16,2,0,32,7,0,66
61825,50,0.06,8,0,56,10,1,741
61826,50,0.52,8,0,34,5,0,151
61827,50,0.8,20,0,59,4,1,1054
61828,95,0.08,2,0,31,6,1,3963
61829,100,0.84,9,0,51,5,1,8455
61830,50,0.96,2,1,77,5,0,118
61831,52,1.0,5,0,45,7,0,578
61832,50,1.0,6,0,40,7,0,824
61833,50,0.08,1,1,61,6,1,422
61834,50,1.0,6,0,61,6,1,125
61835,50,0.84,14,0,53,4,1,3233
61836,50,0.26,4,0,39,8,1,59
61837,50,0.5,11,0,33,5,0,66
61838,50,0.21,3,0,65,7,0,237
61839,55,0.19,3,1,30,5,1,3724
61840,65,0.59,0,0,29,6,1,296
61841,50,0.81,0,0,52,7,1,725
61842,50,1.0,8,0,51,7,0,204
61843,50,0.46,0,0,53,7,1,4116
61844,52,0.86,1,1,30,7,0,86
61845,50,0.28,4,0,74,4,1,57
61846,51,0.1,0,0,36,5,0,4128
61847,68,0.49,6,0,26,5,0,572
61848,59,0.46,7,0,51,6,0,516
61849,50,0.06,2,1,43,4,1,269
61850,55,0.83,3,0,99,6,0,473
61851,100,0.03,0,1,20,4,1,73
61852,58,0.43,7,0,45,6,0,399
61853,50,1.0,4,0,62,4,0,71
61854,60,0.03,1,1,46,7,1,632
61855,50,0.07,3,0,43,6,0,1565
61856,50,1.0,3,0,32,6,0,2411
61857,50,0.95,3,1,71,6,0,3385
61858,50,1.0,15,0,42,6,1,405
61859,50,0.75,3,0,42,8,0,63
61860,80,0.14,4,1,29,4,1,2586
61861,50,0.12,2,1,50,6,0,474
61862,50,0.24,9,0,39,6,0,44
61863,50,0.28,1,1,53,4,1,1294
61864,68,0.71,8,0,61,10,1,1313
61865,50,0.91,4,0,47,6,0,987
61866,62,0.21,0,0,54,10,1,112
61867,54,1.0,4,0,29,5,1,726
61868,50,1.0,18,0,32,4,1,298
61869,50,0.41,13,0,45,7,1,3317
61870,50,0.71,7,0,53,5,0,290
61871,50,0.56,0,0,39,5,1,2694
61872,50,0.08,2,1,59,7,1,184
61873,50,1.0,13,0,67,8,0,29
61874,80,0.63,1,1,57,7,1,214
61875,50,1.0,2,0,73,8,0,721
61876,55,0.34,3,0,29,6,0,389
61877,50,0.66,9,0,39,4,1,91
61878,50,0.08,13,0,43,6,1,2733
61879,50,0.49,3,0,37,4,1,212
61880,50,0.3,0,1,47,6,1,1609
61881,50,0.06,4,0,46,4,1,1217
61882,50,0.58,4,0,53,6,0,1182
61883,58,0.21,9,0,37,7,1,203
61884,50,0.77,3,0,52,5,0,12
61885,76,0.05,13,0,24,7,1,3457
61886,50,0.28,5,1,63,7,0,15
61887,118,0.47,2,0,26,6,0,20
61888,50,0.74,3,0,47,5,0,3688
61889,95,0.55,11,0,59,7,1,270
61890,50,0.44,11,0,47,4,1,6681
61891,50,1.0,8,0,33,6,0,8455
61892,64,0.72,8,0,30,9,1,49
61893,50,1.0,9,0,55,7,0,283
61894,50,0.39,1,1,47,15,0,5332
61895,80,0.97,14,0,29,5,0,1313
61896,50,0.0081967213114754,2,1,40,4,1,458
61897,50,1.0,4,0,39,10,0,2252
61898,50,1.0,5,0,62,5,1,3744
61899,50,1.0,4,0,68,9,1,37
61900,50,0.82,10,1,46,7,1,27
61901,54,0.19,16,0,31,9,1,136
61902,50,0.26,1,0,47,6,1,4762
61903,50,0.19,26,0,55,13,0,13
61904,85,0.08,14,0,41,7,1,5460
61905,50,0.33,4,0,45,6,1,15
61906,51,0.41,7,0,36,11,0,247
61907,51,0.54,7,0,70,6,1,193
61908,76,0.53,2,1,42,7,0,1329
61909,76,1.0,15,0,31,7,0,60
61910,50,0.08,13,0,43,5,0,32
61911,50,1.0,4,0,74,6,1,1284
61912,50,1.0,9,0,58,4,0,542
61913,50,0.05,2,1,33,9,1,634
61914,80,0.17,5,0,34,7,0,6511
61915,50,1.0,6,0,58,7,0,186
61916,95,0.1,1,1,54,4,1,27000
61917,68,0.56,4,0,29,5,0,399
61918,50,0.18,3,0,50,6,0,213
61919,50,1.0,1,0,55,7,1,59
61920,50,1.0,5,1,52,8,0,1314
61921,50,0.95,1,1,48,10,1,162
61922,57,1.0,10,0,26,4,1,56
61923,50,0.46,5,1,60,9,1,5433
61924,64,0.49,4,1,30,9,1,5460
61925,57,0.05,8,0,37,8,0,40
61926,50,0.03,3,1,43,5,1,365
61927,50,0.55,11,0,47,7,0,197
61928,50,1.0,2,0,73,6,0,22
61929,50,0.21,1,1,55,10,1,27000
61930,51,1.0,12,0,59,4,1,354
61931,50,1.0,20,0,65,8,0,85
61932,50,0.41,9,0,45,7,1,1225
61933,50,1.0,17,0,56,6,0,175
61934,60,1.0,5,0,33,6,0,3688
61935,50,0.07,7,0,38,9,1,152
61936,100,0.18,11,0,25,7,1,203
